	SiO2	TiO2	Al2O3	FeOt	MnO	MgO	CaO	K2O	Na2O	Group
270	74.21	0.16	14.88	1.26	0.07	0.36	0.66	4.85	3.37	1- CPG & MPG
271	73.17	0.19	15.24	1.31	0.02	0.37	0.6	5.45	3.39	1- CPG & MPG
272	73.13	0.22	15.68	1.33	0.03	0.4	0.93	4.86	3.27	1- CPG & MPG
273	73.61	0.24	15.35	1.4	0.05	0.4	0.44	5.36	3.0	1- CPG & MPG
274	72.73	0.22	15.48	1.41	0.03	0.39	1.27	4.91	3.44	1- CPG & MPG
275	73.07	0.22	15.43	1.35	0.03	0.44	1.11	4.82	3.41	1- CPG & MPG
276	72.76	0.25	15.21	1.43	0.02	0.39	0.91	5.21	3.62	1- CPG & MPG
277	73.94	0.24	14.81	1.45	0.05	0.39	0.63	5.62	2.75	1- CPG & MPG
278	73.44	0.22	15.24	1.36	0.02	0.45	0.85	5.11	3.2	1- CPG & MPG
279	73.81	0.24	14.76	1.45	0.02	0.42	0.96	4.78	3.38	1- CPG & MPG
280	72.8	0.23	15.31	1.42	0.005	0.44	1.1	5.17	3.33	1- CPG & MPG
281	72.69	0.26	15.17	1.51	0.02	0.46	0.95	5.34	3.38	1- CPG & MPG
282	72.47	0.27	15.48	1.54	0.02	0.46	0.81	5.61	3.13	1- CPG & MPG
283	71.81	0.26	15.96	1.53	0.05	0.49	1.23	5.25	3.29	1- CPG & MPG
284	71.87	0.27	15.87	1.5	0.03	0.53	1.3	5.27	3.26	1- CPG & MPG
285	73.33	0.28	14.95	1.59	0.02	0.48	1.11	4.74	3.34	1- CPG & MPG
286	72.64	0.28	15.28	1.56	0.03	0.5	1.15	5.05	3.37	1- CPG & MPG
287	72.76	0.28	15.58	1.6	0.01	0.5	0.36	5.97	2.74	1- CPG & MPG
288	72.12	0.28	15.49	1.58	0.005	0.52	1.09	5.59	3.12	1- CPG & MPG
289	72.28	0.3	15.54	1.65	0.03	0.48	0.83	5.74	2.97	1- CPG & MPG
290	71.84	0.3	15.42	1.65	0.02	0.52	1.32	5.4	3.39	1- CPG & MPG
291	71.57	0.31	15.68	1.69	0.02	0.5	1.32	5.6	3.15	1- CPG & MPG
292	71.79	0.31	15.53	1.74	0.03	0.52	1.49	4.97	3.47	1- CPG & MPG
293	72.09	0.3	15.33	1.65	0.03	0.58	1.58	5.0	3.32	1- CPG & MPG
294	71.97	0.3	15.75	1.72	0.05	0.57	1.15	5.1	3.29	1- CPG & MPG
295	71.69	0.31	15.69	1.71	0.005	0.6	1.09	5.71	3.02	1- CPG & MPG
296	71.96	0.33	15.72	1.77	0.02	0.56	1.08	5.44	2.97	1- CPG & MPG
297	71.64	0.33	15.49	1.78	0.005	0.61	1.27	5.59	3.14	1- CPG & MPG
298	71.8	0.33	15.52	1.84	0.05	0.61	1.65	4.68	3.41	1- CPG & MPG
299	72.07	0.3	15.47	1.83	0.03	0.62	1.47	4.65	3.48	1- CPG & MPG
300	71.51	0.36	15.65	1.85	0.02	0.64	1.32	5.43	3.06	1- CPG & MPG
301	71.46	0.34	15.49	1.81	0.005	0.66	1.42	5.5	3.12	1- CPG & MPG
302	72.3	0.38	15.2	2.0	0.02	0.61	1.28	4.94	3.11	1- CPG & MPG
303	76.11	0.03	14.73	0.43	0.02	0.1	0.43	3.57	4.49	1- CPG & MPG
304	75.43	0.06	15.21	0.63	0.03	0.18	0.45	4.01	3.78	1- CPG & MPG
305	74.87	0.06	14.91	0.65	0.03	0.18	0.57	4.28	4.21	1- CPG & MPG
306	74.91	0.08	15.24	0.74	0.03	0.18	0.5	4.11	3.94	1- CPG & MPG
307	75.02	0.12	14.73	0.72	0.03	0.29	0.58	4.64	3.71	1- CPG & MPG
308	74.42	0.19	14.97	1.01	0.01	0.41	0.59	4.24	4.02	1- CPG & MPG
309	73.89	0.19	15.14	1.09	0.01	0.41	0.8	4.76	3.49	1- CPG & MPG
310	73.54	0.19	15.55	1.25	0.02	0.34	0.64	4.37	3.88	1- CPG & MPG
311	74.1	0.17	14.72	1.17	0.03	0.42	0.85	4.16	4.17	1- CPG & MPG
312	74.78	0.2	14.61	1.2	0.01	0.41	0.68	4.52	3.41	1- CPG & MPG
313	73.77	0.19	15.29	1.16	0.02	0.44	0.8	4.41	3.73	1- CPG & MPG
314	73.56	0.19	15.29	1.3	0.02	0.49	0.88	4.5	3.58	1- CPG & MPG
315	73.96	0.19	15.17	1.26	0.04	0.56	0.7	4.1	3.77	1- CPG & MPG
316	71.77	0.22	15.72	1.41	0.03	0.52	0.91	5.55	3.67	1- CPG & MPG
317	73.82	0.19	14.66	1.51	0.02	0.61	0.92	4.39	3.69	1- CPG & MPG
318	73.38	0.27	15.28	1.43	0.03	0.66	0.85	4.37	3.55	1- CPG & MPG
319	74.19	0.24	15.11	1.58	0.02	0.6	0.36	4.62	3.04	1- CPG & MPG
320	73.22	0.24	15.04	1.58	0.03	0.62	0.92	4.29	3.82	1- CPG & MPG
321	71.9	0.27	16.02	1.56	0.03	0.64	1.12	4.49	3.77	1- CPG & MPG
322	73.43	0.27	15.34	1.52	0.03	0.68	0.93	4.14	3.54	1- CPG & MPG
323	73.82	0.22	14.7	1.65	0.03	0.62	0.95	3.95	3.83	1- CPG & MPG
324	71.7	0.28	16.02	1.57	0.03	0.67	1.13	4.6	3.82	1- CPG & MPG
325	72.25	0.28	15.4	1.59	0.03	0.73	1.3	4.49	3.82	1- CPG & MPG
326	73.18	0.19	14.86	1.75	0.03	0.69	1.07	4.35	3.68	1- CPG & MPG
327	72.4	0.29	15.48	1.82	0.04	0.72	0.99	4.17	3.87	1- CPG & MPG
328	71.86	0.33	15.59	1.79	0.02	0.77	1.26	4.42	3.87	1- CPG & MPG
329	72.51	0.32	15.2	1.74	0.02	0.8	1.22	4.3	3.81	1- CPG & MPG
330	71.44	0.33	15.93	1.8	0.03	0.8	1.22	4.83	3.5	1- CPG & MPG
331	71.73	0.35	16.16	1.8	0.04	0.8	1.11	4.22	3.71	1- CPG & MPG
332	72.05	0.32	15.32	1.77	0.02	0.85	1.41	4.52	3.64	1- CPG & MPG
333	72.09	0.31	15.39	1.92	0.03	0.77	1.15	4.06	4.06	1- CPG & MPG
334	72.45	0.3	15.29	1.85	0.03	0.82	1.07	4.25	3.74	1- CPG & MPG
335	71.45	0.38	15.64	2.08	0.03	0.72	1.22	4.58	3.73	1- CPG & MPG
336	71.46	0.33	16.15	1.92	0.03	0.81	1.08	4.22	3.78	1- CPG & MPG
337	72.33	0.34	15.23	1.89	0.03	0.84	1.51	4.21	3.55	1- CPG & MPG
338	72.22	0.34	15.38	1.88	0.03	0.87	1.32	4.08	3.77	1- CPG & MPG
339	72.45	0.21	15.16	2.03	0.02	0.81	1.19	4.19	3.72	1- CPG & MPG
340	71.25	0.41	15.6	2.31	0.03	0.78	1.52	4.07	3.85	1- CPG & MPG
341	72.06	0.32	15.89	1.96	0.03	1.07	0.9	4.22	3.35	1- CPG & MPG
342	70.22	0.44	16.1	2.34	0.02	0.91	1.31	4.64	3.83	1- CPG & MPG
343	71.3	0.41	15.69	2.41	0.03	0.89	1.31	4.33	3.5	1- CPG & MPG
344	71.24	0.39	15.5	2.22	0.03	1.1	1.62	4.05	3.72	1- CPG & MPG
345	71.98	0.37	14.93	2.12	0.03	1.21	1.3	4.18	3.72	1- CPG & MPG
346	70.23	0.46	15.84	2.68	0.04	1.39	1.74	3.76	3.7	1- CPG & MPG
347	70.21	0.48	15.73	2.67	0.04	1.53	1.71	3.74	3.72	1- CPG & MPG
348	73.46	0.13	14.93	1.08901089	0.04	0.38	0.54	4.96	3.5	1- CPG & MPG
349	73.58	0.12	14.02	1.10701107	0.03	0.38	0.67	4.39	3.8	1- CPG & MPG
350	72.78	0.13	14.73	1.00801008	0.02	0.28	0.34	5.2	2.86	1- CPG & MPG
351	71.41	0.23	15.34	1.43101431	0.03	0.65	0.9	5.55	3.38	1- CPG & MPG
352	66.47	0.48	15.24	2.55600256	0.08	1.51	1.37	3.68	4.48	1- CPG & MPG
353	69.81	0.2	13.32	0.62100062	0.07	1.01	2.33	5.29	2.42	1- CPG & MPG
354	69.84	0.32	14.42	1.14300114	0.06	0.82	1.09	4.57	4.3	1- CPG & MPG
355	70.26	0.3	14.37	1.71900172	0.06	0.92	0.97	5.23	3.25	1- CPG & MPG
356	70.35	0.26	14.24	1.20600121	0.05	1.06	0.98	4.79	4.28	1- CPG & MPG
357	70.35	0.32	14.27	1.4040014	0.04	0.82	0.76	4.43	4.36	1- CPG & MPG
358	70.49	0.27	13.89	1.45800146	0.06	0.91	1.12	4.81	3.9	1- CPG & MPG
359	70.68	0.28	14.51	1.48500149	0.06	0.83	0.86	5.14	3.81	1- CPG & MPG
360	70.81	0.26	14.33	1.37700138	0.05	0.83	0.65	5.32	3.61	1- CPG & MPG
361	70.93	0.27	14.13	1.42200142	0.05	0.83	0.64	5.2	3.62	1- CPG & MPG
362	70.93	0.3	14.52	1.59300159	0.04	0.83	0.56	5.47	3.37	1- CPG & MPG
363	70.99	0.26	14.71	1.66500167	0.05	0.74	0.95	5.54	3.33	1- CPG & MPG
364	71.08	0.29	13.79	1.41300141	0.06	0.89	0.87	4.96	3.67	1- CPG & MPG
365	71.18	0.31	14.26	1.54800155	0.04	0.91	0.28	6.99	1.76	1- CPG & MPG
366	71.18	0.31	14.49	1.59300159	0.06	0.87	0.62	5.64	2.97	1- CPG & MPG
367	71.19	0.33	14.43	1.08900109	0.04	0.86	0.76	5.49	3.24	1- CPG & MPG
368	71.24	0.28	14.25	1.71000171	0.06	1.18	0.81	4.53	3.94	1- CPG & MPG
369	71.3	0.3	13.84	1.49400149	0.05	0.84	0.84	5.03	3.52	1- CPG & MPG
370	71.34	0.24	14.14	1.28700129	0.05	0.63	0.62	5.39	3.33	1- CPG & MPG
371	71.42	0.31	14.43	1.46700147	0.04	0.57	0.52	5.21	3.65	1- CPG & MPG
372	71.44	0.25	13.91	1.46700147	0.05	0.92	0.89	5.07	3.37	1- CPG & MPG
373	71.52	0.27	14.1	1.04400104	0.01	0.52	0.78	7.43	0.34	1- CPG & MPG
374	71.72	0.28	13.82	1.47600148	0.05	0.82	0.6	5.34	3.04	1- CPG & MPG
375	71.89	0.31	14.3	1.18800119	0.05	0.63	0.74	4.8	3.64	1- CPG & MPG
376	71.89	0.34	13.86	0.63900064	0.03	0.53	0.37	5.24	3.32	1- CPG & MPG
377	72.0	0.2	13.88	0.46800047	0.01	0.37	1.04	5.98	2.36	1- CPG & MPG
378	74.15	0.2	12.31	0.23400023	0.02	0.15	2.1	5.35	2.82	1- CPG & MPG
379	70.61	0.29	14.93071	1.088146118	0.022	0.9	1.33	5.27	3.81	1- CPG & MPG
380	70.72	0.23	13.97	1.541847104	0.04	0.96	1.93	5.7	3.57	1- CPG & MPG
381	69.77	0.35	15.04537	1.502676284	0.028	1.23	1.41	5.78	3.64	1- CPG & MPG
382	70.98	0.26	15.08	1.602947074	0.04	0.79	1.12	4.88	3.72	1- CPG & MPG
383	71.25	0.26	14.61848	1.31371686	0.021	0.89	0.99	5.3	3.71	1- CPG & MPG
384	69.95	0.27	15.1474	1.60165548	0.025	1.17	1.28	5.14	3.64	1- CPG & MPG
385	70.22	0.24	15.14105	1.62864986	0.031	1.04	0.93	5.32	3.38	1- CPG & MPG
386	71.89	0.22	14.45282	1.448688431	0.031	1.02	1.01	4.72	3.5	1- CPG & MPG
387	72.9	0.1	14.15	1.07100107	0.03	0.59	0.49	4.99	3.41	1- CPG & MPG
388	73.7	0.11	13.25	0.89100089	0.04	0.35	0.59	5.04	3.51	1- CPG & MPG
389	73.8	0.1	14.65	0.71100071	0.02	0.15	0.4	4.55	3.61	1- CPG & MPG
390	72.9	0.08	14.05	1.07100107	0.03	0.64	0.69	5.1	3.47	1- CPG & MPG
391	73.8	0.12	14.35	0.71100071	0.02	0.4	0.45	4.9	3.46	1- CPG & MPG
392	73.8	0.14	14.05	0.89100089	0.02	0.49	0.45	5.2	3.32	1- CPG & MPG
393	73.3	0.06	15.6	0.71100071	0.03	0.25	0.2	4.84	3.56	1- CPG & MPG
394	74.2	0.08	13.55	0.98100098	0.04	0.49	0.49	4.75	3.61	1- CPG & MPG
395	72.1	0.15	13.8	0.88200088	0.02	0.49	0.59	5.22	3.4	1- CPG & MPG
396	73.1	0.08	15.35	0.71100071	0.03	0.3	0.25	4.83	3.6	1- CPG & MPG
397	72.4	0.13	14.2	1.24200124	0.02	0.35	0.44	5.03	3.45	1- CPG & MPG
398	73.0	0.12	14.15	1.16100116	0.03	0.54	0.4	4.75	3.56	1- CPG & MPG
399	73.1	0.14	15.5	0.89100089	0.03	0.3	0.49	4.79	3.51	1- CPG & MPG
400	72.9	0.11	16.25	0.89100089	0.03	0.3	0.3	4.66	3.72	1- CPG & MPG
401	74.0	0.12	14.1	1.06200106	0.03	0.49	0.44	4.84	3.41	1- CPG & MPG
402	73.3	0.07	15.0	0.71100071	0.02	0.25	0.1	4.84	3.65	1- CPG & MPG
403	73.2	0.08	14.6	0.8010008	0.02	0.39	0.39	5.08	3.5	1- CPG & MPG
404	73.5	0.18	14.0	1.07100107	0.01	0.49	0.59	4.74	3.46	1- CPG & MPG
405	74.3	0.06	13.05	0.71100071	0.02	0.3	0.2	4.79	3.6	1- CPG & MPG
406	71.6	0.05	14.7	1.17500675	0.005	1.75	1.45	4.4	3.6	1- CPG & MPG
407	73.3	0.1	17.6	0.96500765	0.005	0.6	0.95	3.45	2.3	1- CPG & MPG
408	72.15	0.2	14.45	1.64500495	0.05	1.3	0.7	4.2	3.55	1- CPG & MPG
409	71.9	0.05	15.05	1.2200027	0.005	1.4	0.9	4.55	3.9	1- CPG & MPG
410	73.8	0.02	15.4	0.71100071	0.03	0.2	0.15	4.59	3.5	1- CPG & MPG
411	74.96	0.005	14.73	0.16	0.03	0.02	0.21	4.99	4.59	1- CPG & MPG
412	76.4	0.01	15.42	0.14	0.005	0.04	1.62	0.59	5.57	1- CPG & MPG
413	76.56	0.01	15.13	0.22	0.005	0.03	1.37	0.44	6.08	1- CPG & MPG
414	78.21	0.01	14.63	0.24	0.1	0.05	0.26	0.93	5.37	1- CPG & MPG
415	75.21	0.03	15.22	0.21	0.005	0.07	0.77	4.12	4.12	1- CPG & MPG
416	75.03	0.005	15.43	0.38	0.05	0.04	0.28	3.07	5.42	1- CPG & MPG
417	75.49	0.02	15.42	0.38	0.01	0.08	0.56	3.65	4.3	1- CPG & MPG
418	75.78	0.03	15.44	0.41	0.01	0.07	0.82	3.2	4.12	1- CPG & MPG
419	74.42	0.06	14.72	0.45	0.005	0.08	0.48	6.65	2.93	1- CPG & MPG
420	74.1	0.03	15.43	0.47	0.03	0.1	0.63	6.0	2.88	1- CPG & MPG
421	75.57	0.02	14.93	0.53	0.02	0.08	0.68	2.59	5.45	1- CPG & MPG
422	76.31	0.05	13.8	0.53	0.01	0.09	0.5	5.44	3.1	1- CPG & MPG
423	74.04	0.01	15.84	0.61	0.01	0.06	0.98	2.24	6.08	1- CPG & MPG
424	73.63	0.02	15.33	0.56	0.04	0.1	0.24	7.09	2.83	1- CPG & MPG
425	75.07	0.01	14.12	0.58	0.04	0.09	0.27	6.48	3.33	1- CPG & MPG
426	73.05	0.02	15.75	0.6	0.11	0.09	0.41	5.84	3.69	1- CPG & MPG
427	74.27	0.05	15.34	0.53	0.01	0.13	0.68	5.79	3.05	1- CPG & MPG
428	73.84	0.04	15.13	0.63	0.03	0.09	0.86	5.64	3.73	1- CPG & MPG
429	73.83	0.02	16.16	0.52	0.03	0.17	0.49	3.24	5.53	1- CPG & MPG
430	76.45	0.01	15.03	0.74	0.06	0.07	0.62	0.52	6.5	1- CPG & MPG
431	74.09	0.03	15.75	0.69	0.12	0.12	1.03	4.1	3.87	1- CPG & MPG
432	75.41	0.01	15.65	0.74	0.04	0.11	0.5	2.43	4.81	1- CPG & MPG
433	74.86	0.06	15.44	0.76	0.04	0.12	0.9	2.91	4.78	1- CPG & MPG
434	73.49	0.09	15.15	0.67	0.005	0.17	0.57	6.72	2.92	1- CPG & MPG
435	74.58	0.09	14.53	0.69	0.01	0.17	0.53	6.67	2.64	1- CPG & MPG
436	75.79	0.02	15.24	0.83	0.08	0.1	0.49	3.06	4.2	1- CPG & MPG
437	75.99	0.06	14.12	0.79	0.03	0.13	0.76	4.94	3.06	1- CPG & MPG
438	73.88	0.08	14.53	0.73	0.01	0.19	0.57	6.88	2.92	1- CPG & MPG
439	73.41	0.01	16.57	1.0	0.02	0.13	0.41	1.05	7.12	1- CPG & MPG
440	72.73	0.02	15.54	0.99	0.12	0.23	0.56	6.11	3.56	1- CPG & MPG
441	73.64	0.02	16.38	1.33	0.13	0.15	0.58	0.11	7.43	1- CPG & MPG
442	74.46	0.14	14.43	1.22	0.02	0.23	0.93	4.94	3.63	1- CPG & MPG
443	73.73	0.02	15.23	1.6	0.25	0.13	0.91	4.05	3.99	1- CPG & MPG
444	70.91	0.16	16.05	1.48	0.03	0.38	0.76	6.36	3.79	1- CPG & MPG
445	76.31	0.16	13.72	1.54	0.02	0.42	0.77	4.02	2.86	1- CPG & MPG
446	74.29	0.04	16.19	1.67	0.11	0.46	0.78	0.82	5.64	1- CPG & MPG
447	74.1	0.219999999	13.6	1.37701377	0.02	1.029999971	0.79	3.94	3.79	1- CPG & MPG
448	73.1	0.200000003	14.1	1.19701197	0.03	0.200000003	0.99	4.2	3.26	1- CPG & MPG
449	73.0	0.270000011	14.7	1.24201242	0.03	0.639999986	1.03	4.58	3.35	1- CPG & MPG
450	74.4	0.189999998	14.0	1.33201332	0.01	0.439999998	0.64	4.39	3.3	1- CPG & MPG
451	72.9	0.159999996	14.7	0.88200882	0.04	0.239999995	0.54	4.24	3.54	1- CPG & MPG
452	72.7	0.209999993	13.85	0.93600936	0.04	0.540000022	0.99	4.65	3.71	1- CPG & MPG
453	74.6	0.119999997	14.2	0.89100891	0.03	0.300000012	0.74	4.49	3.65	1- CPG & MPG
454	73.7	0.189999998	14.35	1.10701107	0.04	0.439999998	0.79	4.5	3.76	1- CPG & MPG
455	73.2	0.129999995	14.6	0.98100981	0.07	0.150000006	0.69	4.1	3.95	1- CPG & MPG
456	70.4	0.219999999	16.05	1.60201602	0.05	0.400000006	1.33	4.66	4.46	1- CPG & MPG
457	72.3	0.189999998	14.6	1.28701287	0.02	0.389999986	0.44	4.38	3.39	1- CPG & MPG
458	73.0	0.180000007	14.0	1.68301683	0.03	0.389999986	0.59	4.69	3.36	1- CPG & MPG
459	73.5	0.170000002	14.0	0.92700927	0.02	0.540000022	0.2	4.73	3.35	1- CPG & MPG
460	73.0	0.189999998	14.2	1.01701017	0.02	0.540000022	0.39	4.63	3.45	1- CPG & MPG
461	73.5	0.189999998	14.2	1.15201152	0.02	0.540000022	0.24	4.63	3.6	1- CPG & MPG
462	73.5	0.180000007	14.4	0.92700927	0.02	0.540000022	0.44	4.74	3.45	1- CPG & MPG
463	75.5	0.140000001	13.2	0.92700927	0.02	0.49000001	0.44	4.54	3.16	1- CPG & MPG
464	74.0	0.170000002	14.4	0.80100801	0.02	0.540000022	0.34	4.73	3.35	1- CPG & MPG
465	75.4	0.119999997	12.8	1.19701197	0.02	0.389999986	0.29	4.14	3.01	1- CPG & MPG
466	76.1	0.119999997	13.05	0.84600846	0.02	0.389999986	0.29	4.4	3.16	1- CPG & MPG
467	75.5	0.079999998	13.4	0.80100801	0.02	0.389999986	0.89	4.54	3.26	1- CPG & MPG
468	74.5	0.140000001	14.4	0.83700837	0.02	0.389999986	0.49	4.54	3.4	1- CPG & MPG
469	74.5	0.129999995	13.5	0.84600846	0.02	0.389999986	0.39	4.59	3.15	1- CPG & MPG
470	74.3	0.180000007	13.9	0.88200882	0.01	0.439999998	0.29	4.58	3.15	1- CPG & MPG
471	78.0	0.090000004	12.2	0.7200072	0.04	0.389999986	0.1	4.14	2.81	1- CPG & MPG
472	78.3	0.090000004	12.2	0.75600756	0.03	0.389999986	0.1	4.33	2.71	1- CPG & MPG
473	75.5	0.090000004	13.7	0.84600846	0.02	0.389999986	0.34	4.54	3.01	1- CPG & MPG
474	74.1	0.100000001	14.4	0.48600486	0.01	0.289999992	0.54	4.89	3.31	1- CPG & MPG
475	75.1	0.090000004	13.2	0.80100801	0.01	0.389999986	0.34	4.89	3.06	1- CPG & MPG
476	76.0	0.119999997	12.8	0.71100711	0.03	0.340000004	0.39	4.34	2.86	1- CPG & MPG
477	75.5	0.129999995	13.4	0.71100711	0.01	0.389999986	0.44	4.69	3.11	1- CPG & MPG
478	74.6	0.360000014	12.2	1.80901809	0.02	0.49000001	0.24	4.17	2.8	1- CPG & MPG
479	79.2	0.109999999	10.3	0.80100801	0.02	0.439999998	0.2	4.06	2.52	1- CPG & MPG
480	73.8	0.109999999	14.0	0.83700837	0.05	0.389999986	0.34	4.72	3.15	1- CPG & MPG
481	74.0	0.100000001	13.6	0.92700927	0.02	0.389999986	0.34	4.53	3.25	1- CPG & MPG
482	76.4	0.100000001	13.4	0.88200882	0.02	0.340000004	0.2	4.44	3.15	1- CPG & MPG
483	75.0	0.140000001	14.2	0.53100531	0.01	0.439999998	0.34	4.83	3.35	1- CPG & MPG
484	74.1	0.140000001	14.1	0.48600486	0.01	0.389999986	0.1	4.69	3.36	1- CPG & MPG
485	75.5	0.140000001	13.4	0.39600396	0.005	0.389999986	0.2	4.49	3.36	1- CPG & MPG
486	75.6	0.129999995	13.85	0.35100351	0.01	0.389999986	0.2	4.5	3.26	1- CPG & MPG
487	75.6	0.150000006	13.65	0.62100621	0.02	0.389999986	0.59	4.94	3.16	1- CPG & MPG
488	75.0	0.109999999	13.5	0.71100711	0.01	0.49000001	0.39	5.18	2.57	1- CPG & MPG
489	73.7	0.109999999	13.85	0.62100621	0.01	0.389999986	0.64	4.91	3.36	1- CPG & MPG
490	74.7	0.129999995	13.45	0.57600576	0.005	0.439999998	0.49	4.65	3.11	1- CPG & MPG
491	76.2	0.119999997	14.05	0.26100261	0.005	0.389999986	0.25	4.85	3.16	1- CPG & MPG
492	75.1	0.100000001	13.5	1.28701287	0.02	0.389999986	0.39	4.99	2.91	1- CPG & MPG
493	75.9	0.129999995	13.5	0.48600486	0.01	0.439999998	0.34	4.98	2.81	1- CPG & MPG
494	77.9	0.109999999	11.15	0.62100621	0.01	0.439999998	0.2	4.39	2.17	1- CPG & MPG
495	77.1	0.100000001	12.55	0.57600576	0.01	0.389999986	0.2	4.84	2.77	1- CPG & MPG
496	74.1	0.140000001	13.8	0.80100801	0.005	0.389999986	0.25	4.74	3.06	1- CPG & MPG
497	74.1	0.140000001	14.0	0.66600666	0.01	0.389999986	0.54	4.69	3.01	1- CPG & MPG
498	76.0	0.109999999	13.2	0.84600846	0.02	0.389999986	0.49	4.84	2.86	1- CPG & MPG
499	74.1	0.140000001	14.2	0.71100711	0.01	0.389999986	0.39	5.04	3.01	1- CPG & MPG
500	73.6	0.140000001	14.2	0.53100531	0.01	0.389999986	0.29	5.04	2.96	1- CPG & MPG
501	73.1	0.230000004	14.0	0.71100711	0.01	0.439999998	0.79	4.59	3.06	1- CPG & MPG
502	75.8	0.059999999	13.0	0.44100441	0.01	0.349999994	0.49	5.55	3.07	1- CPG & MPG
503	73.8	0.150000006	13.7	0.66600666	0.01	0.389999986	0.49	5.2	3.17	1- CPG & MPG
504	72.5	0.3	15.0	1.44400864	0.05	0.56	1.1	4.6	3.85	1- CPG & MPG
505	73.0	0.2	14.6	1.43700927	0.05	0.5	0.8	4.35	3.4	1- CPG & MPG
506	73.2	0.2	14.3	1.52701017	0.04	0.63	0.8	4.35	3.5	1- CPG & MPG
507	73.5	0.25	14.4	1.620009	0.02	0.65	0.8	4.2	3.5	1- CPG & MPG
508	72.5	0.25	14.4	1.66701017	0.04	0.63	0.9	4.35	3.5	1- CPG & MPG
509	73.7	0.1	14.3	0.9000018	0.005	0.39	0.72	5.4	3.7	1- CPG & MPG
510	73.15	0.1	14.0	0.6300063	0.1	0.06	0.62	4.1	3.5	1- CPG & MPG
511	76.0	0.1	14.5	0.7200072	0.11	0.13	0.27	3.95	3.85	1- CPG & MPG
512	74.2	0.1	14.3	1.25800828	0.05	0.33	0.6	4.25	3.65	1- CPG & MPG
513	74.6	0.2	14.3	0.8100045	0.06	0.3	0.8	4.7	3.95	1- CPG & MPG
514	74.8	0.1	14.2	0.9900063	0.04	0.29	0.6	4.35	3.7	1- CPG & MPG
515	74.2	0.1	13.9	1.37100801	0.05	0.45	0.7	3.9	3.5	1- CPG & MPG
516	74.5	0.15	14.3	1.4400108	0.05	0.44	0.75	4.25	3.5	1- CPG & MPG
517	75.7	0.1	13.7	1.26401044	0.02	0.33	0.6	4.45	3.2	1- CPG & MPG
518	74.7	0.2	13.6	1.52801098	0.02	0.37	0.6	4.7	3.3	1- CPG & MPG
519	73.0	0.2	14.1	1.66500945	0.05	0.55	1.3	4.2	3.5	1- CPG & MPG
520	71.91	0.15	14.96906	0.7018487	0.016	0.35	1.03	5.23	4.13	1- CPG & MPG
521	71.64	0.17	15.18571	0.971790518	0.016	0.38	1.0	4.93	4.21	1- CPG & MPG
522	75.14	0.21	13.41	1.82	0.02	0.38	0.48	5.55	2.86	1- CPG & MPG
523	74.59	0.26	13.67	1.68	0.04	0.54	0.88	5.63	2.59	1- CPG & MPG
524	74.74	0.24	13.07	1.97	0.03	0.44	0.76	5.63	3.0	1- CPG & MPG
525	76.72	0.17	12.36	1.57	0.02	0.15	0.76	5.54	2.54	1- CPG & MPG
526	76.3	0.18	12.19	1.64	0.04	0.28	0.64	5.67	2.9	1- CPG & MPG
527	74.66	0.22	13.24	1.94	0.03	0.22	0.95	5.95	2.61	1- CPG & MPG
528	74.49	0.23	13.2	1.9	0.03	0.52	0.72	5.73	3.04	1- CPG & MPG
529	75.02	0.17	13.23	1.63	0.02	0.19	1.07	5.79	2.71	1- CPG & MPG
530	75.62	0.19	12.84	1.73	0.03	0.34	0.54	5.65	2.88	1- CPG & MPG
531	74.42	0.25	13.43	2.02	0.03	0.25	0.83	5.97	2.6	1- CPG & MPG
532	74.33	0.21	12.92	1.91	0.03	0.92	0.84	5.64	3.06	1- CPG & MPG
533	75.56	0.2	12.87	1.84	0.03	0.34	0.57	5.49	2.95	1- CPG & MPG
534	75.07	0.21	13.26	2.01	0.03	0.28	0.51	5.71	2.79	1- CPG & MPG
535	75.34	0.2	12.68	1.84	0.04	0.35	0.78	5.62	3.02	1- CPG & MPG
536	76.92	0.17	12.2	1.62	0.02	0.16	0.69	5.78	2.29	1- CPG & MPG
537	76.55	0.17	12.49	1.61	0.03	0.39	0.7	5.37	2.56	1- CPG & MPG
538	75.9	0.18	12.7	1.76	0.03	0.25	0.65	5.58	2.82	1- CPG & MPG
539	74.8	0.18	13.35	1.68	0.04	0.37	1.02	5.69	2.76	1- CPG & MPG
540	71.49	0.4	14.32	2.75	0.05	0.56	1.49	5.59	3.17	1- CPG & MPG
541	75.63	0.18	12.51	1.69	0.02	0.36	0.78	5.7	2.97	1- CPG & MPG
542	73.32	0.27	13.51	1.9	0.04	0.42	1.58	4.84	4.06	1- CPG & MPG
543	77.1	0.14	11.95	1.55	0.03	0.32	0.65	5.27	2.88	1- CPG & MPG
544	65.86	0.65	14.68827	3.230305973	0.07	2.78	1.97	5.63	2.6	1- CPG & MPG
545	69.8	0.47	14.78	2.119862785	0.038	0.74	1.3	5.23	3.12	1- CPG & MPG
546	69.82	0.46	14.87	2.095933353	0.039	0.72	1.3	5.17	3.08	1- CPG & MPG
547	71.95	0.25	14.54	1.422888268	0.03	0.44	1.14	4.96	3.21	1- CPG & MPG
548	71.95	0.27	14.69	1.330962756	0.029	0.42	0.58	5.08	3.45	1- CPG & MPG
