	SiO2	TiO2	Al2O3	FeOt	MnO	MgO	CaO	K2O	Na2O	Group
707	70.54	0.32	15.59	2.81	0.06	1.34	3.47	1.35	4.41	2- Archaean TTG
708	74.77	0.22	15.13	1.33	0.03	0.49	1.28	1.57	5.12	2- Archaean TTG
709	72.7	0.2	15.91	1.57	0.04	0.6	2.63	1.62	4.67	2- Archaean TTG
710	70.57	0.34	16.36	2.46	0.06	1.97	1.94	1.26	4.93	2- Archaean TTG
711	78.33	0.08	13.68	0.4	0.01	0.04	0.88	1.3	5.29	2- Archaean TTG
712	76.38	0.01	14.35	0.5	0.02	0.05	0.77	3.47	4.39	2- Archaean TTG
713	73.48	0.2	16.15	1.34	0.03	0.38	1.39	2.2	4.78	2- Archaean TTG
714	73.28	0.22	15.84	1.53	0.03	0.81	0.82	2.17	5.23	2- Archaean TTG
715	77.99	0.07	14.35	0.76	0.01	0.1	0.29	1.73	4.67	2- Archaean TTG
716	66.81	0.51	16.49	3.9	0.06	2.08	4.08	1.43	4.42	2- Archaean TTG
717	72.17	0.18	16.59	1.4	0.04	0.43	2.4	1.73	5.01	2- Archaean TTG
718	74.25	0.19	15.08	1.38	0.03	0.57	1.61	2.54	4.31	2- Archaean TTG
719	61.89	0.37	18.83	3.6	0.06	3.39	6.17	1.09	4.37	2- Archaean TTG
720	73.66	0.2	14.99	1.52	0.05	0.17	4.39	0.63	4.33	2- Archaean TTG
721	74.68	0.12	15.23	1.07	0.04	0.41	1.04	2.71	4.66	2- Archaean TTG
722	74.93	0.13	15.22	1.2	0.03	0.28	2.16	1.24	4.78	2- Archaean TTG
723	74.85	0.1	15.17	0.96	0.02	0.15	2.19	1.93	4.59	2- Archaean TTG
724	72.36	0.21	16.43	1.64	0.05	0.61	2.56	1.32	4.74	2- Archaean TTG
725	71.24	0.29	16.06	2.38	0.05	1.01	2.8	1.52	4.55	2- Archaean TTG
726	69.99	0.36	15.73	2.48	0.03	1.23	3.07	1.74	5.27	2- Archaean TTG
727	70.82	0.37	16.05	2.97	0.06	1.21	2.62	1.09	4.7	2- Archaean TTG
728	76.06	0.01	14.34	0.55	0.02	0.14	0.33	3.28	5.18	2- Archaean TTG
729	69.21	0.25	16.25	2.1512151	0.03	0.84	2.98	1.13	5.17	2- Archaean TTG
730	69.29	0.29	16.29	2.1332133	0.03	1.0	2.23	1.21	5.72	2- Archaean TTG
731	66.68	0.38	16.95	2.6552655	0.03	1.47	3.37	1.05	5.66	2- Archaean TTG
732	70.05	0.23	15.67	2.0432043	0.03	0.78	2.83	1.4	5.38	2- Archaean TTG
733	67.59	0.4	15.69	2.0245725	0.005	2.22	0.74	2.65	5.65	2- Archaean TTG
734	68.07	0.29	15.53	2.1775402	0.04	1.08	3.24	1.1	5.7	2- Archaean TTG
735	70.63	0.31	15.29	2.1775402	0.03	1.06	3.34	1.15	4.95	2- Archaean TTG
736	70.57	0.29	15.01	2.1505459	0.03	0.87	3.02	1.36	5.54	2- Archaean TTG
737	70.13	0.34	15.73	2.02	0.06	1.3	2.31	0.99	6.45	2- Archaean TTG
738	73.66	0.12	15.46	1.41	0.02	0.36	2.02	1.62	5.28	2- Archaean TTG
739	72.18	0.22	15.67	2.12	0.03	0.83	2.16	1.8	4.91	2- Archaean TTG
740	63.37	0.46	15.15	5.0	0.1	4.48	4.78	1.61	4.91	2- Archaean TTG
741	63.13	0.62	17.33	4.04	0.04	2.63	5.18	1.31	5.56	2- Archaean TTG
742	70.07	0.29	16.24	2.73	0.04	0.95	3.23	1.05	5.26	2- Archaean TTG
743	70.46	0.29	16.36	2.75	0.04	1.21	2.51	1.06	5.21	2- Archaean TTG
744	75.5	0.04	14.42	1.01	0.01	0.18	0.57	2.92	5.31	2- Archaean TTG
745	73.97	0.17	15.27	1.35	0.01	0.48	1.17	1.8	5.7	2- Archaean TTG
746	67.84	0.34	17.14	2.49	0.03	1.34	2.9	1.48	6.33	2- Archaean TTG
747	71.16	0.3	15.51	2.28	0.05	1.08	2.96	0.72	5.84	2- Archaean TTG
748	70.11	0.26	16.06	2.72	0.05	1.05	3.01	1.34	5.28	2- Archaean TTG
749	73.99	0.13	14.9	1.32	0.02	0.5	1.14	2.41	5.52	2- Archaean TTG
750	69.71	0.26	15.57	2.56	0.04	1.18	2.81	2.12	5.65	2- Archaean TTG
751	70.32	0.29	15.44	2.59	0.04	1.08	3.23	1.12	5.78	2- Archaean TTG
752	71.14	0.23	16.09	2.05	0.03	0.62	2.75	1.68	5.34	2- Archaean TTG
753	71.13	0.24	16.26	2.14	0.02	0.7	2.99	1.22	5.21	2- Archaean TTG
754	70.85	0.3	15.57	2.11	0.05	0.8	2.93	1.04	6.26	2- Archaean TTG
755	71.39	0.26	15.52	2.2	0.05	1.02	1.15	1.14	7.18	2- Archaean TTG
756	73.91	0.16	14.34	1.18	0.05	0.51	1.91	1.61	6.27	2- Archaean TTG
757	69.19	0.34	16.36	3.03	0.04	1.37	3.51	1.15	4.87	2- Archaean TTG
758	71.62	0.23	15.68	2.24	0.03	0.85	2.6	1.51	5.15	2- Archaean TTG
759	71.37	0.37	14.91	2.069563	0.04	1.35	1.94	2.84	4.3	2- Archaean TTG
760	77.53	0.06	14.19	0.1709639	0.01	0.06	1.54	0.53	6.45	2- Archaean TTG
761	71.5	0.15	15.6	1.169753	0.01	0.4	1.79	2.12	5.9	2- Archaean TTG
762	74.62	0.19	14.95	1.3227207	0.04	0.38	1.76	1.44	5.23	2- Archaean TTG
763	72.7	0.25	15.42	1.4037036	0.12	0.46	2.3	1.45	5.32	2- Archaean TTG
764	72.08	0.16	15.61	1.2507359	0.01	0.19	2.11	1.53	5.41	2- Archaean TTG
765	71.92	0.18	15.84	0.6568613	0.01	0.13	1.41	1.98	5.18	2- Archaean TTG
766	73.43	0.19	15.2	1.0887701	0.09	0.51	1.87	2.22	4.73	2- Archaean TTG
767	72.02	0.17	15.29	1.2237416	0.03	0.73	1.6	2.5	5.76	2- Archaean TTG
768	73.8	0.26	13.7	1.9615858	0.03	0.8	2.89	1.07	4.2	2- Archaean TTG
769	71.43	0.39	15.2	1.9255934	0.06	0.99	2.49	1.95	4.65	2- Archaean TTG
770	70.77	0.37	15.22	2.9783711	0.09	1.39	3.77	1.58	3.48	2- Archaean TTG
771	72.33	0.3	15.16	1.5566713	0.09	0.84	2.28	1.81	4.95	2- Archaean TTG
772	73.07	0.21	14.96	1.4216998	0.02	0.74	2.29	1.28	5.11	2- Archaean TTG
773	71.74	0.14	15.32	0.6208689	0.01	0.12	1.6	2.6	5.78	2- Archaean TTG
774	71.47	0.21	15.16	1.1337606	0.01	0.41	1.97	1.85	5.95	2- Archaean TTG
775	73.8	0.15	14.4	1.1427587	0.02	0.6	1.1	1.82	6.3	2- Archaean TTG
776	70.99	0.19	15.67	1.439696	0.01	0.64	1.76	0.87	6.19	2- Archaean TTG
777	72.09	0.24	15.07	1.5386751	0.08	0.75	2.7	1.38	5.19	2- Archaean TTG
778	69.78	0.28	15.92	1.94	0.05	0.56	2.52	2.41	6.45	2- Archaean TTG
779	71.384	0.19	15.281	1.3176132	0.027	0.58	1.989	1.965	6.232	2- Archaean TTG
780	72.333	0.182	15.51	1.1079111	0.024	0.287	1.705	2.411	5.686	2- Archaean TTG
781	71.033	0.184	15.5	1.3167132	0.04	0.435	1.808	2.317	6.742	2- Archaean TTG
782	72.939	0.182	15.235	1.100711	0.02	0.628	1.403	1.988	5.471	2- Archaean TTG
783	72.47	0.163	15.021	1.0746107	0.02	0.406	1.373	2.256	5.503	2- Archaean TTG
784	70.691	0.247	16.18	1.6479165	0.028	0.731	2.273	1.295	5.901	2- Archaean TTG
785	70.51	0.233	16.569	1.602916	0.024	0.567	2.452	1.488	6.575	2- Archaean TTG
786	71.599	0.212	16.297	1.3743137	0.02	0.557	1.942	2.012	6.223	2- Archaean TTG
787	72.528	0.193	15.607	1.2879129	0.027	0.429	1.923	1.935	5.921	2- Archaean TTG
788	70.326	0.224	15.891	1.4778148	0.028	0.525	2.004	1.813	6.528	2- Archaean TTG
789	73.303	0.192	14.269	1.3257133	0.034	0.599	1.532	2.105	5.127	2- Archaean TTG
790	71.602	0.187	15.135	1.2870129	0.031	0.36	1.778	2.329	5.964	2- Archaean TTG
791	72.255	0.198	15.398	1.4382144	0.033	0.7	1.758	1.909	6.427	2- Archaean TTG
792	73.865	0.158	15.223	1.1655117	0.024	0.402	1.163	2.872	5.249	2- Archaean TTG
793	73.056	0.18	15.509	1.3077131	0.026	0.434	1.408	2.591	5.63	2- Archaean TTG
794	73.071	0.148	15.277	1.0467105	0.023	0.381	1.418	2.507	5.465	2- Archaean TTG
795	74.771	0.142	14.812	1.1106111	0.021	0.405	1.358	2.593	5.431	2- Archaean TTG
796	72.593	0.156	15.722	1.2078121	0.028	0.371	1.432	2.58	6.288	2- Archaean TTG
797	70.179	0.191	15.148	1.3068131	0.028	0.604	1.758	1.948	6.254	2- Archaean TTG
798	72.96	0.165	15.643	1.103411	0.024	0.451	1.045	2.886	6.099	2- Archaean TTG
799	72.63	0.208	15.523	1.3932139	0.03	0.792	1.18	1.456	5.983	2- Archaean TTG
800	72.597	0.184	15.483	1.4337143	0.029	0.695	1.637	2.221	6.188	2- Archaean TTG
801	72.89	0.185	15.107	1.3743137	0.027	0.444	1.655	2.237	5.368	2- Archaean TTG
802	72.366	0.196	15.047	1.3482135	0.03	0.655	1.656	2.018	6.007	2- Archaean TTG
803	70.788	0.214	15.485	1.6704167	0.031	0.68	1.886	1.889	6.149	2- Archaean TTG
804	70.673	0.2	15.38	1.4715147	0.029	0.385	1.931	2.065	8.004	2- Archaean TTG
805	72.169	0.195	15.228	1.3806138	0.024	0.45	1.851	2.219	5.611	2- Archaean TTG
806	71.678	0.188	15.952	1.2546125	0.023	0.463	1.917	2.203	6.39	2- Archaean TTG
807	72.144	0.186	15.744	1.3203132	0.022	0.441	1.832	2.215	5.911	2- Archaean TTG
808	71.119	0.162	16.032	1.201512	0.021	0.439	1.776	2.271	6.216	2- Archaean TTG
809	72.796	0.152	14.471	1.1538115	0.023	0.439	1.711	1.788	5.766	2- Archaean TTG
810	71.54	0.38	16.48	2.1872187	0.01	1.04	2.55	1.92	4.26	2- Archaean TTG
811	73.85	0.13	15.17	0.0090009	0.01	0.06	2.34	2.13	4.47	2- Archaean TTG
812	70.69	0.26	15.68	1.82	0.04	0.64	2.27	1.59	6.94	2- Archaean TTG
813	73.41	0.22	14.12	1.62	0.04	0.46	1.43	2.2	6.45	2- Archaean TTG
814	70.99	0.26	15.25	1.73	0.05	0.73	1.61	1.95	7.37	2- Archaean TTG
815	75.37	0.2	13.12	1.23	0.05	0.5	0.35	2.88	6.25	2- Archaean TTG
816	72.0	0.26	14.82	1.74	0.05	0.82	1.44	1.64	7.15	2- Archaean TTG
817	70.98	0.24	15.7	1.46	0.05	0.67	1.75	2.12	6.98	2- Archaean TTG
818	70.91	0.23	15.78	1.38	0.04	0.51	1.32	2.21	7.55	2- Archaean TTG
819	71.15	0.21	15.47	1.48	0.05	0.51	1.88	2.1	7.08	2- Archaean TTG
820	71.6	0.23	15.03	1.62	0.06	0.79	1.79	1.78	7.01	2- Archaean TTG
821	70.82	0.24	15.74	1.51	0.06	0.69	1.84	2.0	7.02	2- Archaean TTG
822	71.98	0.22	15.14	1.42	0.04	0.52	1.4	2.02	7.2	2- Archaean TTG
823	72.94	0.24	15.06	1.67	0.05	0.69	1.69	1.59	6.02	2- Archaean TTG
824	70.89	0.28	15.6	1.76	0.05	1.44	0.95	1.18	7.75	2- Archaean TTG
825	74.85	0.13	14.8	1.11	0.02	0.28	1.84	1.76	5.19	2- Archaean TTG
826	62.83	0.9	17.64	4.17	0.06	2.02	4.67	2.03	5.34	2- Archaean TTG
827	71.43	0.32	16.13	1.89	0.02	0.52	2.47	1.63	5.5	2- Archaean TTG
828	70.03	0.4	16.19	2.3	0.04	0.79	2.56	2.46	5.07	2- Archaean TTG
829	74.35	0.12	15.03	1.08	0.02	0.15	1.94	2.22	5.05	2- Archaean TTG
830	64.31	0.43	19.41	2.6	0.04	1.53	4.77	0.97	5.77	2- Archaean TTG
831	73.64	0.15	15.42	1.04	0.02	0.22	1.71	2.7	5.06	2- Archaean TTG
832	72.55	0.24	14.95	1.3	0.04	0.53	1.44	2.43	6.41	2- Archaean TTG
833	73.52	0.22	14.63	1.3	0.04	0.53	1.39	2.23	6.08	2- Archaean TTG
834	71.32	0.22	15.99	1.46	0.07	0.68	1.95	1.74	6.47	2- Archaean TTG
835	73.05	0.24	15.19	1.36	0.07	0.77	1.39	2.16	5.7	2- Archaean TTG
836	71.67	0.24	15.27	1.66	0.05	0.79	1.78	1.91	6.54	2- Archaean TTG
837	72.08	0.22	15.39	1.41	0.05	0.55	1.59	2.44	6.2	2- Archaean TTG
838	72.76	0.2	14.93	1.18	0.05	0.39	1.33	2.6	6.51	2- Archaean TTG
839	73.46	0.2	15.32	1.49	0.02	0.33	1.88	2.35	4.88	2- Archaean TTG
840	74.73	0.07	15.12	0.89	0.01	0.11	1.96	1.94	5.13	2- Archaean TTG
841	72.02	0.36	15.12	2.47	0.03	0.84	1.72	2.62	4.71	2- Archaean TTG
842	73.37	0.21	15.19	1.87	0.02	0.49	2.33	1.62	4.84	2- Archaean TTG
843	71.71	0.36	15.68	1.95	0.01	0.54	2.52	1.73	5.37	2- Archaean TTG
844	70.91	0.39	15.97	2.23	0.04	0.61	2.57	2.31	4.84	2- Archaean TTG
845	74.95	0.12	14.64	1.06	0.02	0.27	1.76	1.96	5.16	2- Archaean TTG
846	72.97	0.26	15.47	1.58	0.02	0.41	2.31	1.59	5.3	2- Archaean TTG
847	71.64	0.38	15.23	2.37	0.02	0.82	1.81	2.95	4.64	2- Archaean TTG
848	73.89	0.14	15.42	1.13	0.02	0.2	1.78	2.2	5.16	2- Archaean TTG
849	70.63	0.24	14.98	1.6106599	0.03	1.06	2.37	1.55	5.37	2- Archaean TTG
850	70.38	0.27	15.04	1.9885801	0.03	2.23	2.57	1.81	6.07	2- Archaean TTG
851	71.19	0.27	15.2	1.9615858	0.03	1.01	2.51	1.95	6.26	2- Archaean TTG
852	70.39	0.31	15.38	2.3035136	0.04	1.37	3.0	1.49	5.71	2- Archaean TTG
853	70.96	0.24	15.15	1.9705839	0.02	1.11	2.38	1.82	6.07	2- Archaean TTG
854	70.3	0.27	15.46	1.9075972	0.04	1.23	2.36	2.05	5.67	2- Archaean TTG
855	70.3	0.27	15.46	1.9075972	0.04	1.23	2.36	2.05	5.67	2- Archaean TTG
856	71.55	0.25	14.2	1.9885801	0.03	0.88	2.31	1.66	5.21	2- Archaean TTG
857	73.78	0.28	14.58	2.9963673	0.04	0.32	2.52	2.29	4.82	2- Archaean TTG
858	70.66	0.2	14.28	1.7456314	0.03	0.87	2.08	2.18	6.1	2- Archaean TTG
859	67.25	0.53	13.97	2.7264243	0.06	2.55	3.02	2.26	5.21	2- Archaean TTG
860	71.33	0.31	14.97	2.2045345	0.04	1.01	2.67	2.15	4.59	2- Archaean TTG
861	71.25	0.24	14.9	1.8716048	0.03	1.14	2.49	1.75	6.17	2- Archaean TTG
862	71.49	0.3	14.74	1.9345915	0.04	1.45	2.11	2.04	5.57	2- Archaean TTG
863	73.04	0.23	14.66	1.8806029	0.03	1.04	1.49	2.31	5.83	2- Archaean TTG
864	72.28	0.24	14.93	1.8716048	0.04	0.91	2.1	2.28	6.24	2- Archaean TTG
865	71.69	0.24	15.02	1.7006409	0.02	0.91	2.06	2.11	5.41	2- Archaean TTG
866	70.87	0.24	15.26	1.889601	0.03	1.15	2.37	1.92	5.45	2- Archaean TTG
867	70.87	0.24	15.26	1.889601	0.03	1.15	2.37	1.92	5.45	2- Archaean TTG
868	72.39	0.22	14.58	1.7546295	0.03	0.97	2.28	1.71	5.46	2- Archaean TTG
869	72.47	0.24	14.79	1.7816238	0.03	0.98	2.21	1.96	5.58	2- Archaean TTG
870	72.53	0.27	14.67	1.9345915	0.04	1.1	2.47	1.9	5.66	2- Archaean TTG
871	71.74	0.3	15.29	2.0785611	0.04	1.28	2.68	1.77	5.84	2- Archaean TTG
872	65.27	0.79	13.63	3.6262343	0.08	3.8	3.71	2.3	4.91	2- Archaean TTG
873	70.42	0.24	14.65	2.0515668	0.03	1.0	2.34	1.91	6.27	2- Archaean TTG
874	73.39	0.29	15.2	2.0245725	0.06	1.06	2.56	1.96	4.71	2- Archaean TTG
875	70.92	0.3	14.99	2.2045345	0.02	1.31	2.67	1.63	5.61	2- Archaean TTG
876	72.2	0.27	15.51	2.0065763	0.03	1.12	2.44	2.01	6.0	2- Archaean TTG
877	70.46	0.24	14.41	1.9615858	0.03	1.01	2.31	1.82	6.73	2- Archaean TTG
878	72.78	0.22	14.95	1.8266143	0.005	0.93	2.32	2.07	5.98	2- Archaean TTG
879	73.19	0.31	14.91	2.4654794	0.05	0.55	2.74	2.06	4.95	2- Archaean TTG
880	71.49	0.3	15.03	2.0065763	0.04	1.04	2.72	1.65	5.42	2- Archaean TTG
881	69.87	0.31	14.77	2.9333806	0.03	1.22	2.64	1.71	5.68	2- Archaean TTG
882	66.52	0.31	17.12	2.429487	0.04	1.39	3.22	1.51	6.11	2- Archaean TTG
883	72.0	0.27	14.49	2.3215098	0.05	0.71	2.76	2.01	4.9	2- Archaean TTG
884	71.46	0.26	15.0	1.9615858	0.02	0.91	2.64	1.6	5.54	2- Archaean TTG
885	69.74	0.29	15.15	2.1325497	0.04	1.25	2.78	1.55	6.14	2- Archaean TTG
886	70.6	0.25	15.33	2.0245725	0.04	1.18	2.59	1.78	5.38	2- Archaean TTG
887	69.74	0.29	15.15	2.1325497	0.04	1.25	2.78	1.55	6.14	2- Archaean TTG
888	71.2	0.24	15.07	1.8985991	0.03	0.89	2.48	1.74	6.29	2- Archaean TTG
889	71.33	0.28	15.36	2.0065763	0.03	1.23	2.66	1.66	5.64	2- Archaean TTG
890	71.12	0.25	14.95	2.0425687	0.03	1.21	2.52	1.69	6.12	2- Archaean TTG
891	70.38	0.27	15.04	1.9885801	0.03	2.23	2.57	1.81	6.07	2- Archaean TTG
892	70.6	0.25	15.33	2.0245725	0.04	1.18	2.59	1.78	5.38	2- Archaean TTG
893	70.63	0.24	14.98	1.6106599	0.03	1.06	2.37	1.55	5.37	2- Archaean TTG
894	62.63	0.46	15.44	4.1571222	0.04	2.67	4.48	2.55	4.95	2- Archaean TTG
895	72.44	0.27	14.62	1.2151215	0.02	0.37	1.33	2.68	5.46	2- Archaean TTG
896	69.01	0.31	15.45	2.13	0.03	1.29	2.81	1.63	7.49	2- Archaean TTG
897	63.9	0.27	14.13	1.79	0.03	1.04	2.38	1.81	6.32	2- Archaean TTG
898	70.39	0.33	14.54	2.430243	0.04	1.36	3.16	1.36	4.17	2- Archaean TTG
899	73.24	0.17	14.04	1.2151215	0.04	0.38	1.35	2.45	5.09	2- Archaean TTG
900	71.34	0.22	15.71	1.93	0.03	1.1	2.65	1.49	5.45	2- Archaean TTG
901	70.34	0.25	16.04	2.01	0.03	1.1	2.85	1.56	5.74	2- Archaean TTG
902	71.41	0.23	15.74	1.94	0.02	1.05	2.66	1.69	5.19	2- Archaean TTG
903	73.06	0.18	15.31	1.67	0.02	0.77	2.3	1.35	5.28	2- Archaean TTG
904	73.15	0.24	15.46	1.36	0.02	0.46	2.37	1.55	5.32	2- Archaean TTG
905	71.42	0.4	15.71	2.29	0.04	0.63	2.71	1.71	4.96	2- Archaean TTG
906	67.3	0.51	16.47	4.35	0.11	0.7	2.15	4.17	3.98	4- ACG & ATG
907	53.24	0.91	18.41	9.4	0.22	4.36	9.16	0.94	3.24	4- ACG & ATG
908	52.35	1.14	18.2	9.57	0.21	3.85	8.23	2.04	3.73	4- ACG & ATG
909	56.23	1.11	17.29	8.72	0.29	3.73	7.87	1.07	3.42	4- ACG & ATG
910	58.03	0.82	16.38	7.76	0.2	2.57	5.54	2.85	4.28	4- ACG & ATG
911	54.99	0.94	19.58	7.7	0.17	2.8	8.15	1.94	3.39	4- ACG & ATG
912	55.17	0.96	16.48	9.45	0.27	3.61	7.56	2.38	3.62	4- ACG & ATG
913	57.03	1.06	17.2	8.47	0.22	2.8	6.24	2.34	4.32	4- ACG & ATG
914	52.31	1.28	15.93	11.53	0.2	4.35	9.08	1.11	3.7	4- ACG & ATG
915	59.85	1.0	16.42	8.19	0.25	1.9	4.81	2.98	4.22	4- ACG & ATG
916	62.65	0.9	16.2	6.06	0.24	1.11	3.35	3.76	5.15	4- ACG & ATG
917	72.49	0.2	14.13421	2.105545876	0.052	0.47	2.4	2.34	4.09	4- ACG & ATG
918	73.1	0.2	14.01951	1.997570013	0.063	0.43	2.16	2.36	4.1	4- ACG & ATG
919	73.6	0.22	13.8538	1.979573937	0.07	0.43	2.07	2.39	4.09	4- ACG & ATG
920	70.147	0.26	15.409	2.357183076	0.043	0.52	4.08	1.91	3.7	4- ACG & ATG
921	70.815	0.26	15.358	2.285894167	0.042	0.53	4.2	1.84	3.7	4- ACG & ATG
922	57.506	0.66	16.887	6.667886804	0.146	2.99	7.402	2.56	2.92	4- ACG & ATG
923	55.09	0.75	17.59	7.726582476	0.15	3.52	8.2	2.04	2.83	4- ACG & ATG
924	63.946	0.49	15.797	5.534040099	0.131	2.16	5.468	1.7	3.22	4- ACG & ATG
925	57.73	0.64	16.68289	7.333423432	0.146	3.22	7.37452	2.49	2.81	4- ACG & ATG
926	65.92	0.42	15.38306	4.607007441	0.101	1.87	4.7	2.72	2.95	4- ACG & ATG
927	59.87	0.59	18.35892	5.488819991	0.128	1.96	5.85	1.74	3.76	4- ACG & ATG
928	55.137	0.72	17.486	8.242181666	0.254	3.01	7.879	1.48	3.38	4- ACG & ATG
929	70.55	0.37	15.26	2.65	0.06	0.81	2.86	2.48	3.83	4- ACG & ATG
930	71.72	0.29	14.36	2.21	0.05	0.55	2.55	2.77	3.7	4- ACG & ATG
931	70.75	0.31	15.02	2.12	0.05	0.65	2.8	2.66	3.9	4- ACG & ATG
932	70.16	0.34	15.11	2.39	0.06	0.67	2.77	2.69	3.93	4- ACG & ATG
933	71.55	0.24	14.49	2.29	0.06	0.42	2.5	2.94	3.8	4- ACG & ATG
934	72.18	0.26	14.26	2.03	0.05	0.54	2.2	3.12	3.58	4- ACG & ATG
935	72.53	0.23	14.01	1.9	0.05	0.45	2.14	3.38	3.49	4- ACG & ATG
936	72.2	0.25	14.29	2.02	0.05	0.47	2.18	3.14	3.65	4- ACG & ATG
937	70.21	0.35	14.45	2.68	0.06	0.83	2.94	3.11	3.39	4- ACG & ATG
938	72.22	0.25	14.15	2.32	0.05	0.47	2.43	2.92	3.67	4- ACG & ATG
939	72.74	0.21	14.41	1.74	0.04	0.41	2.41	2.36	4.1	4- ACG & ATG
940	70.22	0.36	14.55	2.45	0.05	0.64	2.83	2.59	3.72	4- ACG & ATG
941	68.5	0.38	15.37	3.02	0.07	0.79	3.35	2.13	3.97	4- ACG & ATG
942	71.04	0.3	14.34	2.3	0.05	0.71	2.46	2.55	3.74	4- ACG & ATG
943	69.41	0.38	14.84	2.56	0.06	0.74	3.09	2.54	3.75	4- ACG & ATG
944	60.5	0.5	17.9	4.4900009	0.09	3.2	6.4	1.1	3.8	4- ACG & ATG
945	61.2	0.5	17.4	5.0400144	0.1	2.2	6.6	1.1	3.9	4- ACG & ATG
946	63.9	0.5	17.6	3.8700117	0.08	1.0	5.5	1.6	3.7	4- ACG & ATG
947	60.8	0.6	18.6	4.4700117	0.08	2.2	6.0	1.3	3.8	4- ACG & ATG
948	60.2	0.4	18.2	4.6900189	0.1	2.9	6.6	0.9	3.8	4- ACG & ATG
949	64.2	0.6	18.2	4.6500135	0.09	2.2	5.0	2.1	3.7	4- ACG & ATG
950	63.6	0.5	16.4	5.0400144	0.09	2.2	5.1	1.8	3.6	4- ACG & ATG
951	68.6	0.4	15.9	3.2800108	0.06	1.6	3.8	2.4	3.4	4- ACG & ATG
952	67.4	0.5	15.5	3.9600126	0.08	2.0	3.8	2.7	3.2	4- ACG & ATG
953	64.0	0.6	15.0	4.4700117	0.1	3.2	4.6	2.4	3.2	4- ACG & ATG
954	71.0	0.3	14.4	2.2800108	0.03	1.0	2.2	3.6	3.2	4- ACG & ATG
955	72.9	0.3	14.8	2.400009	0.05	1.0	2.6	2.9	3.3	4- ACG & ATG
956	74.0	0.3	15.3	1.6200072	0.04	0.9	2.2	3.0	3.7	4- ACG & ATG
957	68.4	0.4	15.1	3.0600126	0.06	1.8	3.0	3.2	3.3	4- ACG & ATG
958	73.4	0.2	12.7	3.1500225	0.02	0.9	1.3	2.7	3.7	4- ACG & ATG
960	56.54	1.48	17.63	7.98501305	0.2	2.7	6.44	0.71	4.79	4- ACG & ATG
961	55.46	1.14	17.89	8.31	0.2	2.91	6.42	0.71	5.43	4- ACG & ATG
962	56.87	0.71	18.45	5.73601746	0.11	3.4	6.42	2.07	4.45	4- ACG & ATG
963	59.69	0.83	17.27	5.9300171	0.11	2.53	5.77	1.44	4.55	4- ACG & ATG
964	54.24	0.63	23.49	3.75301143	0.05	2.15	9.93	1.09	3.96	4- ACG & ATG
966	56.72	0.86	17.5	6.52600126	0.12	4.1	7.16	1.22	3.78	4- ACG & ATG
967	57.45	0.9	17.08	5.93900549	0.11	4.13	6.98	2.4	3.64	4- ACG & ATG
968	53.94	0.68	19.79	7.03	0.13	4.41	8.99	0.44	3.5	4- ACG & ATG
969	57.88	0.64	18.4	6.51	0.13	4.52	8.35	0.49	3.38	4- ACG & ATG
970	56.32	0.61	18.94	6.68	0.13	4.64	8.07	0.43	3.47	4- ACG & ATG
971	57.03	0.84	17.19	6.35101611	0.11	3.96	7.17	2.04	3.55	4- ACG & ATG
972	66.09	0.54	15.19	4.27801368	0.09	2.22	4.07	2.72	3.3	4- ACG & ATG
973	69.73	0.33	15.66	2.60301233	0.07	0.87	2.9	2.11	4.72	4- ACG & ATG
974	62.31	0.66	16.37	4.90801458	0.09	3.08	5.67	1.76	4.28	4- ACG & ATG
975	64.4	0.5	17.16	4.07801728	0.09	1.69	4.65	1.61	4.87	4- ACG & ATG
976	57.64	0.79	17.42	5.98	0.12	3.91	6.86	1.72	3.69	4- ACG & ATG
977	71.53	0.29	14.59	2.34	0.08	1.18	2.83	2.53	3.82	4- ACG & ATG
978	69.2	0.35	14.8	2.94	0.07	1.49	3.09	3.0	3.58	4- ACG & ATG
979	65.87	0.41	16.23	3.87	0.09	2.05	3.94	2.28	3.83	4- ACG & ATG
980	74.01	0.23	13.9	1.55	0.04	0.57	1.64	3.21	4.12	4- ACG & ATG
981	62.82	0.94	15.79	5.31	0.1	2.45	4.76	2.49	4.22	4- ACG & ATG
982	73.07	0.25	14.3	1.78	0.05	0.7	1.79	3.08	4.39	4- ACG & ATG
983	62.11	0.83	15.91	4.83	0.08	2.39	4.61	3.06	4.05	4- ACG & ATG
984	61.68	0.88	15.94	5.97	0.11	2.75	5.73	2.34	2.82	4- ACG & ATG
985	66.3	0.54	16.1	3.86	0.07	1.6	4.6	2.7	3.2	4- ACG & ATG
986	67.5	0.56	15.1	3.98	0.08	1.5	3.7	3.6	2.7	4- ACG & ATG
987	66.5	0.63	15.5	4.47	0.08	1.6	4.2	2.8	3.0	4- ACG & ATG
988	69.6	0.48	15.3	2.97	0.06	1.1	3.0	3.4	2.7	4- ACG & ATG
989	60.1	0.91	17.2	5.85	0.11	2.7	5.9	2.1	3.3	4- ACG & ATG
990	59.2	0.96	17.6	6.36	0.11	2.9	6.2	2.0	3.2	4- ACG & ATG
991	57.4	1.0	17.8	6.82	0.12	3.1	6.7	2.0	3.1	4- ACG & ATG
992	62.4	0.8	16.2	5.62	0.09	2.3	5.22	2.58	2.98	4- ACG & ATG
