	Tectonic_setting	Location_notes	Pluton	Colour	SubGroup	Group	DebonPQ	TASMiddlemostPlut	Villaseca	QANOR	LaRoche	Geol_unit_notes	Rock_type_notes	Ref	Symbol	Size	Size_rel	Age	Latitude	Longitude	SiO2	TiO2	Al2O3	FeOt	MnO	MgO	CaO	K2O	Na2O	P2O5	H2O	H2Ot	H2O.MINUS	LOI	Li	Be	B	Sc	V	Cr	Ni	Cu	Zn	Rb	Sr	Y	Zr	Nb	Cs	Ba	La	Ce	Pr	Nd	Sm	Eu	Gd	Tb	Dy	Ho	Er	Tm	Yb	Lu	Hf	Ta	Pb	Th	U	Co	Mo	W	Ga	Ge	As	In	Sn	Sb	Cd	Ks	Sum_CIPW	Orthoclase	Albite	Anorthite	Quartz	Apatite	Ilmenite	Biotite	Amphibole	Corundum	Rest	sum_meso	P	K	Ti	Cr2O3	A/NK	A/CNK	K2O/Na2O	Q	C	Or	Ab	An	Lc	Ne	Ns	Di	Wo	Hy	Ol	Il	Tn	Pf	Ru	Ap	Sum
99684	CONVERGENT MARGIN	CASCADES / COAST RANGES / WASHINGTON / PACIFIC OCEAN//SPUZZUM INTRUSION////////////	Spuzzum	dodgerblue4	ArcAlk	4- ACG & ATG	to	diorite	metaluminous	5b tonalite	diorite	//////////	/ TONALITE [3956]//////	Georoc Database [3956]	15	1.136	1.42		48.5	-121.5	62	0.71	17.2	5.5600126	0.09	4.3	5.6	1.2	3.6	0.17	1.3			1.41																																														0	94.88822278	0	30.492	21.5552037	23.29000021	0.4012	0.6745	13.39745204	7.500317608	1.113386276	-0.59496451	97.82909532	741.982	9961.56	4256.45		2.3818567	0.988315077	0.333333333	18.5425343275269	0.203693694897694	7.09165641488402	30.4621964213685	26.6721519623142	0	0	0	0	0	10.7118538921561	0	0.19252999140082	0	0	0.608939510441844	0.402666563338805	94.888222778329
105034	CONVERGENT MARGIN	BISMARCK ARC / BISMARCK ARC / NEW BRITAIN / PACIFIC OCEAN//UASILAU-YAU YAU////////////	Uasilau-Yau-Yau	purple4	ArcThol	4- ACG & ATG	dq	gabbroic diorite	metaluminous	10b* quartz diorite/quartz gabbro	gabbrodiorite	//////////	/ GRANITE [4774]//////	Georoc Database [4774]	0	1.136	1.42		-5.599999905	150.1999969	51.5	0.72	19.32	8.68604266	0.21	4.73	9.99	0.63	2.3	0.21	1.14			1.52				26	212	8	8	91	77	12	333	24	50	0.5		60	2	12		9													5	0.6	0.6											0	89.63086648	2.377387625	19.481	32.8463388	9.8857448	0.4956	0.684	2.047871537	22.3833481	0	-0.575808164	89.6254827	916.566	5229.819	4316.4	0.0011692	4.326361019	0.853742086	0.273913043	9.50287767784705	0	3.72311961781411	19.4619588247632	40.5315147786112	0	0	0	4.65046020269775	0	9.62717518619325	0	0.449236646601914	1.18711190751066	0	0	0.497411637065583	89.6308664791047
105035	CONVERGENT MARGIN	BISMARCK ARC / BISMARCK ARC / NEW BRITAIN / PACIFIC OCEAN//UASILAU-YAU YAU////////////	Uasilau-Yau-Yau	purple4	ArcThol	4- ACG & ATG	to	gabbroic diorite	metaluminous	10a* quartz diorite/quartz gabbro	diorite	//////////	/ GRANITE [4774]//////	Georoc Database [4774]	0	1.136	1.42		-5.599999905	150.1999969	54.97	0.91	17.23	8.28502385	0.19	3.68	8.53	0.64	2.72	0.12	1.42			1.98				39	233	5	3	81	85	7.5	338	20	47	0.5		245	3	9		8													5	0.6	0.2											0	89.00619191	6.057712055	23.0384	24.2501304	13.1224384	0.2832	0.8645	-3.289520907	25.07652055	0	-0.395943896	89.0074366	523.752	5312.832	5455.45	0.00073075	3.334359779	0.833295918	0.235294118	15.140055582214	0	3.78221675460481	23.0158817405896	32.9139267047646	0	0	0	4.82318862610282	0	6.93141635148813	0	0.406452204068399	1.70881872527357	0	0	0.284235221180333	89.0061919102862
105036	CONVERGENT MARGIN	BISMARCK ARC / BISMARCK ARC / NEW BRITAIN / PACIFIC OCEAN//UASILAU-YAU YAU////////////	Uasilau-Yau-Yau	purple4	ArcThol	4- ACG & ATG	to	diorite	metaluminous	5b tonalite	diorite	//////////	/ GRANITE [4774]//////	Georoc Database [4774]	0	1.136	1.42		-5.599999905	150.1999969	57.02	0.81	17.33	7.68603816	0.16	3.4	7.87	0.66	2.84	0.11	1.44			1.54				27	198	3	4	56	57	8.5	325	21	59	1.5	0.11	280	3.7	10.2		8.5	2.8	0.92	2.9			0.8			2.2	0.36	1.1	0.4	7		0.4											0	90.21541723	3.080579273	24.0548	26.8054816	17.6528336	0.2596	0.7695	1.287824472	16.71871153	0	-0.41770408	90.2116264	480.106	5478.858	4855.95	0.00043845	3.217321368	0.879876103	0.232394366	17.596440759123	0	3.90041102818621	24.0312882879685	32.5890611174735	0	0	0	2.7577467637022	0	7.19139949013716	0	0.342275540268125	1.54624528886152	0	0	0.260548952748638	90.2154172284689
105037	CONVERGENT MARGIN	BISMARCK ARC / BISMARCK ARC / NEW BRITAIN / PACIFIC OCEAN//UASILAU-YAU YAU////////////	Uasilau-Yau-Yau	purple4	ArcThol	4- ACG & ATG	to	diorite	metaluminous	5a tonalite	tonalite	//////////	/ GRANITE [4774]//////	Georoc Database [4774]	0	1.136	1.42		-5.599999905	150.1999969	61.04	0.68	16.03	6.15702547	0.14	2.69	6.4	1.42	3.17	0.12	0.95			1.5				19	140	8	6	21	54	19.5	296	23	98	1.5	0.43	310	7.1	18.5		12.5	3.6	0.97	3.7			1.1			2.6	0.43	2.7	0.7	4	1.2	0.6											0	91.70590667	9.192271769	26.8499	19.6149462	20.0791352	0.2832	0.646	-1.12398803	16.46701358	0	-0.307025172	91.70145355	523.752	11787.846	4076.6	0.0011692	2.374108944	0.871731379	0.447949527	21.0072335496336	0	8.39179342427942	26.8236562932606	25.3158860237977	0	0	0	2.98290611566184	0	5.31831847936812	0	0.29949109773461	1.28238646460351	0	0	0.284235221180333	91.7059066695198
105038	CONVERGENT MARGIN	BISMARCK ARC / BISMARCK ARC / NEW BRITAIN / PACIFIC OCEAN//UASILAU-YAU YAU////////////	Uasilau-Yau-Yau	purple4	ArcThol	4- ACG & ATG	to	granodiorite	metaluminous	5a tonalite	tonalite	//////////	/ GRANITE [4774]//////	Georoc Database [4774]	15	1.136	1.42		-5.599999905	150.1999969	64.52	0.66	15.35	5.52602016	0.13	2.09	5.43	1.46	3.51	0.11	0.64			0.91				21	114	2	4	38	57	20	252	29	118	1.5	0.9	255	6.5	17.2		12.8	4	1.03	4.6			1.2			3.2	0.52	3.1	0.6	5	0.6	0.4											0	93.27551439	9.179623603	29.7297	17.3515106	24.2851176	0.2596	0.627	-0.751013719	12.83262624	0	-0.245215678	93.26894865	480.106	12119.898	3956.7	0.0002923	2.087119163	0.89101027	0.415954416	25.0325263766429	0	8.62818197144222	29.7006415108343	21.8161129068046	0	0	0	2.0357537028333	0	4.26272287228514	0	0.278098876467852	1.2609272208837	0	0	0.260548952748638	93.2755143909426
105039	CONVERGENT MARGIN	BISMARCK ARC / BISMARCK ARC / NEW BRITAIN / PACIFIC OCEAN//UASILAU-YAU YAU////////////	Uasilau-Yau-Yau	purple4	ArcThol	4- ACG & ATG	to	granodiorite	metaluminous	5a tonalite	tonalite	//////////	/ GRANITE [4774]//////	Georoc Database [4774]	15	1.136	1.42		-5.599999905	150.1999969	64.35	0.65	15.16	5.54601926	0.13	2.17	5.3	1.09	3.74	0.11	1.26			1.26				24	118	3	3	96	49	13.5	175	20	86	1		300	6	19		12													6	1.2	0.6											0	92.71549616	6.573317607	31.6778	17.0689964	24.5900344	0.2596	0.6175	-0.134476707	12.31714408	0	-0.261332677	92.7085831	480.106	9048.417	3896.75	0.00043845	2.067507465	0.893386954	0.29144385	25.0597038988135	0	6.44158791018632	31.6468373933106	21.358075767979	0	0	0	1.91737274940061	0	4.51689231521918	0	0.278098876467852	1.23637829457055	0	0	0.260548952748638	92.7154961586963
105042	CONVERGENT MARGIN	BISMARCK ARC / BISMARCK ARC / NEW BRITAIN / PACIFIC OCEAN//UASILAU-YAU YAU////////////	Uasilau-Yau-Yau	purple4	ArcThol	4- ACG & ATG	to	granodiorite	metaluminous	5a tonalite	granodiorite	//////////	/ GRANITE [4774]//////	Georoc Database [4774]	15	1.136	1.42		-5.599999905	150.1999969	68.82	0.49	14.42	3.85701647	0.11	1.2	3.73	1.24	4.33	0.09	0.97			1.06				14	49	2	1	11	55	14.5	196	34	137	1.5	0.09	145	7.2	18.2		14	4.4	1.13	4.8			1.3			4	0.66	3.8	1	5	0.7	0.2											0	94.44443575	6.428632508	36.6751	14.4887734	30.0095464	0.2124	0.4655	1.364797251	4.958092983	0	-0.169380193	94.43346235	392.814	10293.612	2937.55	0.0002923	1.703390278	0.945730294	0.286374134	29.7282689559221	0	7.32804496204682	36.6392529179238	16.2474999594451	0	0	0	0.306944345284303	0	2.84706106716584	0	0.235314433934336	0.89887269137308	0	0	0.21317641588525	94.4444357489806
105043	CONVERGENT MARGIN	BISMARCK ARC / BISMARCK ARC / NEW BRITAIN / PACIFIC OCEAN//UASILAU-YAU YAU////////////	Uasilau-Yau-Yau	purple4	ArcThol	4- ACG & ATG	to	granodiorite	metaluminous	5a tonalite	granodiorite	//////////	/ GRANITE [4774]//////	Georoc Database [4774]	15	1.136	1.42		-5.599999905	150.1999969	69.56	0.44	14.98	3.11801368	0.07	0.7	3.99	2.04	3.61	0.07	0.85			0.85				12	41	1	1	66	30	22.5	280	13	141	0.5		580	5	12		6													4	1.2	0.4											0	95.47289892	11.06809494	30.5767	17.8931014	31.9037544	0.1652	0.418	1.478446362	2.070709231	0	-0.112541987	95.46146435	305.522	16934.652	2637.8	0.00014615	1.838722035	0.972619352	0.565096953	31.5155043845252	0	12.0558159053028	30.5468136336501	18.6445915135217	0	0	0	0	0	1.74379016849053	0	0.149745548867305	0.488606755789817	0	0.162227132497774	0.165803879021861	95.4728989216671
105044	CONVERGENT MARGIN	BISMARCK ARC / BISMARCK ARC / NEW BRITAIN / PACIFIC OCEAN//UASILAU-YAU YAU////////////	Uasilau-Yau-Yau	purple4	ArcThol	4- ACG & ATG	to	granodiorite	metaluminous	5a tonalite	granodiorite	//////////	/ GRANITE [4774]//////	Georoc Database [4774]	15	1.136	1.42		-5.599999905	150.1999969	68.72	0.48	14.32	4.17501395	0.1	1.5	4.35	1.81	3.37	0.06	0.86			0.86				16	73	2		10	38	25.5	225	29	129	1	0.64	465	7.1	18.1		13.3	4.1	0.83	4.6			1.1			3.2	0.51	3.5	0.7	6	0.8	0.6											0	94.722814	10.32740252	28.5439	15.9568846	31.3135216	0.1416	0.456	0.587942433	7.577946727	0	-0.189915727	94.71528215	261.876	15025.353	2877.6	0.0002923	1.908524439	0.929116685	0.537091988	31.3686068191518	0	10.6965817591167	28.5160005388922	18.600344751022	0	0	0	1.01895070806478	0	3.26432722632953	0	0.213922212667578	0.90196237396642	0	0	0.142117610590166	94.7228139998011
105046	CONVERGENT MARGIN	BISMARCK ARC / BISMARCK ARC / NEW BRITAIN / PACIFIC OCEAN//UASILAU-YAU YAU////////////	Uasilau-Yau-Yau	purple4	ArcThol	4- ACG & ATG	to	granodiorite	metaluminous	5a tonalite	granodiorite	//////////	/ GRANITE [4774]//////	Georoc Database [4774]	15	1.136	1.42		-5.599999905	150.1999969	68.81	0.36	15.81	2.64201422	0.08	0.79	4.15	1.15	4.76	0.11	0.53			0.62				4	32		2	36	23	19	410	12	68	1.5	0.27	340	5.6	13.1		8.3		0.75	2.1						1.4	0.22	2	0.9	3	0.7												0	96.03498765	6.728438482	40.3172	16.781204	27.106924	0.2596	0.342	0.130613291	4.462460628	0	-0.105319402	96.023121	480.106	9546.495	2158.2		1.742064537	0.951200476	0.241596639	27.2914073873321	0	6.79617073093052	40.2777930460317	18.3758905105529	0	0	0	0.431369757221674	0	1.7680170212757	0	0.171137770134063	0.662652476021568	0	0	0.260548952748638	96.0349876522489
105047	CONVERGENT MARGIN	BISMARCK ARC / BISMARCK ARC / NEW BRITAIN / PACIFIC OCEAN//UASILAU-YAU YAU////////////	Uasilau-Yau-Yau	purple4	ArcThol	4- ACG & ATG	to	granodiorite	metaluminous	5b tonalite	tonalite	//////////	/ GRANITE [4774]//////	Georoc Database [4774]	15	1.136	1.42		-5.599999905	150.1999969	66.58	0.46	16.51	3.600018	0.08	1.32	5.32	0.68	4.23	0.12	0.34			0.75				8	48	3	2	23	33	14.5	441	12	76	1		210	5	13		10													3	0.6	0.2											0	95.31542349	2.750536546	35.8281	22.4075778	27.2423288	0.2832	0.437	1.910693361	4.631482774	0	-0.187681832	95.30323745	523.752	5644.884	2757.7	0.00043845	2.145607135	0.950610496	0.160756501	26.6869456689851	0	4.01860530176761	35.793080795108	24.0531337051216	0	0	0	0.208518377339649	0	3.19162491430244	0	0.171137770134063	0.908141739153103	0	0	0.284235221180333	95.3154234930919
105048	CONVERGENT MARGIN	BISMARCK ARC / BISMARCK ARC / NEW BRITAIN / PACIFIC OCEAN//UASILAU-YAU YAU////////////	Uasilau-Yau-Yau	purple4	ArcThol	4- ACG & ATG	to	granite	metaluminous	5a tonalite	granodiorite	//////////	/ GRANITE [4774]//////	Georoc Database [4774]	15	1.136	1.42		-5.599999905	150.1999969	73.43	0.31	13.36	2.49801188	0.11	0.58	2.64	1.53	4.3	0.05	0.78			0.78				9	25	1		1	111	22	157	30	146	2	0.55	190	7.6	20.1		13.6	4	0.9	4			1.4			3.7	0.64	4.1	1.2	8	1.2	0.4											0	96.32268606	7.631537768	36.421	12.4085308	36.9025368	0.118	0.2945	2.105445249	0.534235185	0	-0.105415102	96.3103707	218.23	12700.989	1858.45	0.00014615	1.530350353	0.987423671	0.355813953	36.2198006900842	0	9.04186192897712	36.3854012810791	12.6333212311261	0	0	0	0	0	1.44485471103501	0	0.235314433934336	0.0969890419347606	0	0.146711403481304	0.118431342158472	96.3226860638104
BLa-11	CONVERGENT MARGIN	Mariposa//Fine Gold Suite////////////	Blue Canyon Tonalite	cyan2	ArcNormal	4- ACG & ATG	gd	granodiorite	metaluminous	4 granodiorite	granodiorite	Gary_s_DB//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.475	-119.64	67.8	0.49	14.7	3.45	0.06	1.8	3.74	3.14	3	0.1																																																		0	94.8443088	14.7866341	25.41	16.8106504	30.2172784	0.236	0.4655	5.605282161	1.584183192	0	-0.284421653	94.8311066	436.46	26066.082	2937.55		1.763827398	0.971301236	1.046666667	28.0388960121807	0	18.5565009522798	25.3851636844738	17.3698300663218	0	0	0	0	0	4.4840318618328	0	0.128353327600547	0.374763162136128	0	0.269907047047725	0.236862684316944	94.8443087981902
BLa-16	CONVERGENT MARGIN	Mariposa//Fine Gold Suite////////////	Blue Canyon Tonalite	cyan2	ArcNormal	4- ACG & ATG	gd	diorite	metaluminous	5a tonalite	tonalite	Gary_s_DB//////////	//////	Bateman et al. (1984)	0	1.136	1.42		37.42666667	-119.635	61.6	0.8	16.5	5.42	0.09	3	5.34	2.25	3	0.1																																																		0	92.69437727	7.085398967	25.41	23.94528	23.73178	0.236	0.76	9.234288401	2.748164089	0	-0.468991458	92.68192	436.46	18677.925	4796		2.23857152	0.966034737	0.75	20.1124989087981	0	13.2968557779075	25.3851636844738	24.9099666839808	0	0	0	0	0	7.473386436388	0	0.19252999140082	0.655110035444279	0	0.432003067923181	0.236862684316944	92.6943772706335
BLa-29	CONVERGENT MARGIN	Mariposa//Fine Gold Suite////////////	Blue Canyon Tonalite	cyan2	ArcNormal	4- ACG & ATG	ad	granite	l-P	4 granodiorite	granodiorite	Gary_s_DB//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.47166667	-119.71	73	0.23	13.9	1.86	0.04	0.85	2.26	3.82	3.1	0.1																																																		0	97.31432514	20.436315	26.257	10.55488	35.77348	0.236	0.2185	3.181055	0	0.78644	-0.14367	97.3	436.46	31710.966	1378.85		1.505188945	1.041672481	1.232258065	34.5284104281448	0.795517857451621	22.5751062540475	26.2313358072896	10.5590169960705	0	0	0	0	0	2.11745949030993	0	0.0855688850670313	0	0	0.185046733036654	0.236862684316944	97.3143251357344
BLa-35	CONVERGENT MARGIN	Mariposa//Fine Gold Suite////////////	Blue Canyon Tonalite	cyan2	ArcNormal	4- ACG & ATG	to	granodiorite	metaluminous	5a tonalite	tonalite	Gary_s_DB//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.43666667	-119.675	62.1	0.66	16.5	4.79	0.08	3.2	5.34	2.06	3.4	0.2																																																		0	93.55943265	6.376426762	28.798	22.1177016	22.5349136	0.472	0.627	8.645688694	4.453806987	0	-0.482436244	93.5431014	872.92	17100.678	3956.7		2.109126749	0.94110925	0.605882353	19.1225681168296	0	12.1740101788842	28.7698521757369	23.67562928043	0	0	0	0	0	7.97161219881387	0	0.171137770134063	1.06455118610103	0	0.136346370688973	0.473725368633888	93.5594326462526
BLa-5	CONVERGENT MARGIN	Mariposa//Fine Gold Suite////////////	Blue Canyon Tonalite	cyan2	ArcNormal	4- ACG & ATG	gd	granodiorite	l-P	5a tonalite	granodiorite	Gary_s_DB//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.44666667	-119.7483333	69.4	0.39	15.4	3.26	0.06	1.4	3.86	2.2	3.4	0.1																																																		0	96.22439524	9.478595	28.798	18.49088	33.20808	0.236	0.3705	5.232915	0	0.62904	-0.23401	96.21	436.46	18262.86	2338.05		1.931110671	1.027141811	0.647058824	31.1344375500456	0.646381793475412	13.001370093954	28.7698521757369	18.4969674570438	0	0	0	0	0	3.48758033698107	0	0.128353327600547	0	0	0.322589820333796	0.236862684316944	96.2243952394882
BLc-11	CONVERGENT MARGIN	Mariposa//Fine Gold Suite////////////	Blue Canyon Tonalite	cyan2	ArcNormal	4- ACG & ATG	gd	granodiorite	metaluminous	5a tonalite	tonalite	Gary_s_DB//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.25833333	-119.7016667	62.6	0.84	15.2	6.29	0.1	3.5	4.95	2.35	2.9	0.1																																																		0	92.55467185	8.428970846	24.563	19.095386	24.823556	0.236	0.798	8.148323276	6.962252797	0	-0.510632419	92.5448565	436.46	19508.055	5035.8		2.078061981	0.9316719	0.810344828	21.7168579772842	0	13.8878271458145	24.538991561658	21.5163157380522	0	0	0	0	0	8.71895084245267	0	0.213922212667578	1.68313649320236	0	0.0418071994297801	0.236862684316944	92.5546718548782
BLc-42	CONVERGENT MARGIN	Mariposa//Fine Gold Suite////////////	Blue Canyon Tonalite	cyan2	ArcNormal	4- ACG & ATG	gd	granodiorite	metaluminous	5a tonalite	tonalite	Gary_s_DB//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.28166667	-119.7366667	64.1	0.61	16.5	4.63	0.08	2.6	4.79	2.24	3.5	0.1																																																		0	94.53437042	7.394627486	29.645	22.2293764	24.8685744	0.236	0.5795	8.692642668	1.288440668	0	-0.413263521	94.5208981	436.46	18594.912	3656.95		2.01650056	0.976803939	0.64	21.4067788802867	0	13.2377586411168	29.6160242985527	22.6951107642468	0	0	0	0	0	6.47693491153627	0	0.171137770134063	0.293015288574088	0	0.400747177331315	0.236862684316944	94.5343704160958
BLd-13	CONVERGENT MARGIN	Mariposa//Fine Gold Suite////////////	Blue Canyon Tonalite	cyan2	ArcNormal	4- ACG & ATG	ad	granodiorite	metaluminous	4 granodiorite	granodiorite	Gary_s_DB//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.26833333	-119.5816667	65.9	0.53	14.9	4.05	0.08	1.9	3.9	4.13	2.2	0.1																																																		0	93.65440277	19.77796591	18.634	18.4775168	29.1209928	0.236	0.5035	6.877986374	0.325569051	0	-0.313303732	93.6402272	436.46	34284.369	3177.35		1.841848558	0.981502702	1.877272727	26.4205521853858	0	24.4071174945592	18.6157867019474	18.5825542536105	0	0	0	0	0	4.73314474304573	0	0.171137770134063	0.0795359425596773	0	0.407710994770792	0.236862684316944	93.6544027703301
BLd-27	CONVERGENT MARGIN	Mariposa//Fine Gold Suite////////////	Blue Canyon Tonalite	cyan2	ArcNormal	4- ACG & ATG	gd	granodiorite	l-P	5a tonalite	granodiorite	Gary_s_DB//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.315	-119.5016667	69.3	0.39	15.5	2.56	0.04	1.2	3.88	2.25	3.6	0.1																																																		0	96.27409689	10.259895	30.492	18.59008	31.70978	0.236	0.3705	4.495515	0	0.30864	-0.20241	96.26	436.46	18677.925	2338.05		1.854549356	1.005672904	0.625	29.9350737743282	0.326876081950258	13.2968557779075	30.4621964213685	18.5961918378059	0	0	0	0	0	2.9893545745552	0	0.0855688850670313	0	0	0.345116851361327	0.236862684316944	96.274096888661
BLd-30	CONVERGENT MARGIN	Mariposa//Fine Gold Suite////////////	Blue Canyon Tonalite	cyan2	ArcNormal	4- ACG & ATG	gd	granodiorite	metaluminous	5a tonalite	granodiorite	Gary_s_DB//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.365	-119.5166667	66.9	0.55	15.8	3.69	0.06	1.8	4.45	2.2	3.4	0.1																																																		0	95.2742692	8.599900171	28.798	21.231532	29.356672	0.236	0.5225	6.52341281	0.289956596	0	-0.297770577	95.260203	436.46	18262.86	3297.25		1.98126939	0.983454432	0.647058824	26.7889741864204	0	13.001370093954	28.7698521757369	21.3521147968216	0	0	0	0	0	4.4840318618328	0	0.128353327600547	0.0507199420666705	0	0.461990126503379	0.236862684316944	95.2742691952533
C-CR-10	CONVERGENT MARGIN	Mariposa//Fine Gold Suite////////////	Blue Canyon Tonalite	cyan2	ArcNormal	4- ACG & ATG	mzdq	monzodiorite	metaluminous	10a* quartz diorite/quartz gabbro	gabbrodiorite	Gary_s_DB//////////	//////	Bateman et al. (1984)	0	1.136	1.42		37.365	-119.8716667	54.2	0.93	18.7	7.2	0.15	4.3	6.9	2.4	3.4	0.26																																																		0	91.26288135	8.730200841	28.798	24.776356	8.636016	0.6136	0.8835	8.165678923	11.25307361	0	-0.608596376	91.247829	1134.796	19923.12	5575.35		2.282944877	0.901770833	0.705882353	5.61393656315984	0	14.183312829768	28.7698521757369	28.6743290907577	0	0	0	0.940308431060175	0	10.275944950555	0	0.320883319001367	1.86847101352585	0	0	0.615842979224055	91.2628813527889
C-CR-19	CONVERGENT MARGIN	Mariposa//Fine Gold Suite////////////	Blue Canyon Tonalite	cyan2	ArcNormal	4- ACG & ATG	to	granodiorite	l-P	5a tonalite	granodiorite	Gary_s_DB//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.29333333	-119.76	66.4	0.5	16.4	3.72	0.07	1.8	4.5	1.9	3.5	0.11																																																		0	95.1948397	6.70895	29.645	21.599808	29.433728	0.2596	0.475	6.71015	0	0.647264	-0.2995	95.18	480.106	15772.47	2997.5		2.098673348	1.025223957	0.542857143	26.7609624098495	0.666882291314709	11.228455990233	29.6160242985527	21.6068138384277	0	0	0	0	0	4.4840318618328	0	0.149745548867305	0	0	0.421374511168243	0.260548952748638	95.1948397029946
C-CR-27	CONVERGENT MARGIN	Mariposa//Fine Gold Suite////////////	Blue Canyon Tonalite	cyan2	ArcNormal	4- ACG & ATG	to	granodiorite	m-P	5b tonalite	tonalite	Gary_s_DB//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.14833333	-119.8583333	64.6	0.62	17.1	4.08	0.08	2.1	4.9	1.7	3.4	0.13																																																		0	94.64591531	4.75451	28.798	23.452864	28.182224	0.3068	0.589	7.84907	0	1.048312	-0.35078	94.63	567.398	14112.21	3716.9		2.300408498	1.04633236	0.5	25.0598457404258	1.06847694599435	10.046513254419	28.7698521757369	23.4606338476601	0	0	0	0	0	5.2313705054716	0	0.171137770134063	0	0	0.530163584397982	0.307921489612027	94.6459153138519
C-CR-5	CONVERGENT MARGIN	Mariposa//Fine Gold Suite////////////	Blue Canyon Tonalite	cyan2	ArcNormal	4- ACG & ATG	to	diorite	metaluminous	5b tonalite	diorite	Gary_s_DB//////////	//////	Bateman et al. (1984)	0	1.136	1.42		37.46833333	-119.875	60.1	0.88	17.1	5.62	0.13	3.3	6.1	1.7	3.2	0.18																																																		0	92.70895626	4.230040353	27.104	25.415168	21.194248	0.4248	0.836	8.66997161	5.321221453	0	-0.501737416	92.693712	785.628	14112.21	5275.6		2.406944	0.939784536	0.53125	17.894748194461	0	10.046513254419	27.0775079301054	27.2738233434256	0	0	0	0	0	8.2207250800268	0	0.278098876467852	1.2780809749655	0	0.213105772325436	0.426352831770499	92.7089562579671
HLc-58	CONVERGENT MARGIN	Mariposa//Fine Gold Suite////////////	Blue Canyon Tonalite	cyan2	ArcNormal	4- ACG & ATG	gd	granodiorite	metaluminous	5a tonalite	tonalite	Gary_s_DB//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.00166667	-119.2166667	63.1	0.82	16.7	4.98	0.08	2.2	5	2.2	3.3	0.25																																																		0	93.67205561	7.36361	27.951	23.1632	25.4742	0.59	0.779	8.32777	0	0.3796	-0.37838	93.65	1091.15	18262.86	4915.9		2.138235952	0.988087523	0.666666667	22.2029589829515	0.397267268075021	13.001370093954	27.9236800529211	23.1727501154058	0	0	0	0	0	5.48048338668453	0	0.171137770134063	0	0	0.730251232303823	0.59215671079236	93.6720556132223
JB-1	CONVERGENT MARGIN	Mariposa//Fine Gold Suite////////////	Blue Canyon Tonalite	cyan2	ArcNormal	4- ACG & ATG	gd	diorite	metaluminous	5a tonalite	diorite	Gary_s_DB//////////	//////	Bateman et al. (1984)	0	1.136	1.42		37.09833333	-119.38	60.6	0.94	16.9	5.81	0.1	2.7	5.6	2.4	3.2	0.2																																																		0	92.65957532	9.747113817	27.104	22.808264	20.144544	0.472	0.893	6.605511873	5.2815798	0	-0.41230749	92.643706	872.92	19923.12	5635.3		2.149537426	0.936586121	0.75	17.738634501344	0	14.183312829768	27.0775079301054	24.6606145938453	0	0	0	0	0	6.7260477927492	0	0.213922212667578	1.27944222697408	0	0.306367864511132	0.473725368633888	92.6595753205986
Ma-27	CONVERGENT MARGIN	Mariposa//Fine Gold Suite////////////	Blue Canyon Tonalite	cyan2	ArcNormal	4- ACG & ATG	gd	granodiorite	metaluminous	5a tonalite	tonalite	Gary_s_DB//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.445	-119.965	64.4	0.55	16.4	4.21	0.07	2.3	4.67	2.45	3.24	0.14																																																		0	94.23627244	8.780475	27.4428	22.246592	26.561372	0.3304	0.5225	8.468575	0	0.244936	-0.37765	94.22	611.044	20338.185	3297.25		2.054601654	0.995554828	0.75617284	23.1429394359471	0.261992048900281	14.4787985137215	27.4159767792317	22.2542196658898	0	0	0	0	0	5.72959626789747	0	0.149745548867305	0	0	0.471396423144703	0.331607758043722	94.2362724416435
Ma-44	CONVERGENT MARGIN	Mariposa//Fine Gold Suite////////////	Blue Canyon Tonalite	cyan2	ArcNormal	4- ACG & ATG	to	diorite	metaluminous	5b tonalite	tonalite	Gary_s_DB//////////	//////	Bateman et al. (1984)	0	1.136	1.42		37.37833333	-119.9016667	61.3	0.77	16.6	5.59	0.1	3.24	5.91	1.84	3.11	0.18																																																		0	93.06863319	5.868810505	26.3417	23.6138314	22.5114744	0.4248	0.7315	7.473166801	6.564831248	0	-0.475537505	93.05457685	785.628	15274.392	4616.15		2.33542011	0.929780281	0.591639871	19.6723011235663	0	10.8738731694888	26.3159530195711	25.9000183377661	0	0	0	0	0	8.07125735129904	0	0.213922212667578	1.58193694510942	0	0.0130182032331048	0.426352831770499	93.068633194472
