	Tectonic_setting	Location_notes	Pluton	Colour	SubGroup	Group	DebonPQ	TASMiddlemostPlut	Villaseca	QANOR	LaRoche	Geol_unit_notes	Rock_type_notes	Ref	Symbol	Size	Size_rel	Age	Latitude	Longitude	SiO2	TiO2	Al2O3	FeOt	MnO	MgO	CaO	K2O	Na2O	P2O5	H2O	H2Ot	H2O.MINUS	LOI	Li	Be	B	Sc	V	Cr	Ni	Cu	Zn	Rb	Sr	Y	Zr	Nb	Cs	Ba	La	Ce	Pr	Nd	Sm	Eu	Gd	Tb	Dy	Ho	Er	Tm	Yb	Lu	Hf	Ta	Pb	Th	U	Co	Mo	W	Ga	Ge	As	In	Sn	Sb	Cd	Ks	Sum_CIPW	Orthoclase	Albite	Anorthite	Quartz	Apatite	Ilmenite	Biotite	Amphibole	Corundum	Rest	sum_meso	P	K	Ti	Cr2O3	A/NK	A/CNK	K2O/Na2O	Q	C	Or	Ab	An	Lc	Ne	Ns	Di	Wo	Hy	Ol	Il	Tn	Pf	Ru	Ap	Sum
K-36-67	CONVERGENT MARGIN	Mariposa//Yosemite Valley Suite////////////	El Capitan Granite	lightcyan3	ArcAlum	4- ACG & ATG	gd	granite	l-P	4 granodiorite	granodiorite	Gary_s_DB//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.76666667	-119.7066667	70.1	0.35	14.8	2.61	0.06	0.78	2.6	3	3.7	0.12																																																		0	95.52534269	15.655775	31.339	12.110336	31.850976	0.2832	0.3325	3.067175	0	1.011288	-0.14025	95.51	523.752	24903.9	2098.25		1.585572322	1.052513872	0.810810811	30.7086680829238	1.02575985356274	17.72914103721	31.3083685441843	12.1151638630164	0	0	0	0	0	1.94308047346088	0	0.128353327600547	0	0	0.282572290752628	0.284235221180333	95.5253426938918
K-43-69	CONVERGENT MARGIN	Mariposa//Yosemite Valley Suite////////////	El Capitan Granite	lightcyan3	ArcAlum	4- ACG & ATG	gd	granite	m-P	4 granodiorite	granodiorite	Gary_s_DB//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.76666667	-119.625	69.8	0.39	14.9	3.07	0.04	0.89	2.7	3	3.5	0.14																																																		0	95.37612414	15.405395	29.645	12.475392	32.557472	0.3304	0.3705	3.426015	0	1.307336	-0.15751	95.36	611.044	24903.9	2338.05		1.65460855	1.07083481	0.857142857	31.250098914692	1.32084358651337	17.72914103721	29.6160242985527	12.4806181608164	0	0	0	0	0	2.21710464279511	0	0.0855688850670313	0	0	0.345116851361327	0.331607758043722	95.3761241350517
K-45-66	CONVERGENT MARGIN	Mariposa//Yosemite Valley Suite////////////	El Capitan Granite	lightcyan3	ArcAlum	4- ACG & ATG	ad	granite	l-P	3b granite	granite	Gary_s_DB//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.89333333	-119.53	72.8	0.25	14.7	1.44	0.06	0.47	1.8	4.1	3.7	0.06																																																		0	97.95242611	22.927725	31.339	8.535168	31.880488	0.1416	0.2375	1.930825	0	1.035144	-0.08745	97.94	261.876	34035.33	1498.75		1.396693218	1.065396709	1.108108108	31.2062198203201	1.04599026896807	24.2298260841871	31.3083685441843	8.53819145056238	0	0	0	0	0	1.17083054170079	0	0.128353327600547	0	0	0.182528466799707	0.142117610590166	97.9524261149131
K-51-66	CONVERGENT MARGIN	Mariposa//Yosemite Valley Suite////////////	El Capitan Granite	lightcyan3	ArcAlum	4- ACG & ATG	ad	granodiorite	m-P	3b granite	granodiorite	Gary_s_DB//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.85666667	-119.77	68.2	0.45	15.8	3.07	0.06	0.94	2.7	4.5	3.1	0.13																																																		0	95.89572686	24.094825	26.257	12.540864	27.512224	0.3068	0.4275	3.686025	0	1.223312	-0.16855	95.88	567.398	37355.85	2697.75		1.584629607	1.061827179	1.451612903	26.1329094942399	1.23126602386847	26.5937115558151	26.2313358072896	12.5459519638218	0	0	0	0	0	2.34166108340157	0	0.128353327600547	0	0	0.382616114705548	0.307921489612027	95.8957268603545
LE-1111	CONVERGENT MARGIN	Mariposa//Yosemite Valley Suite////////////	El Capitan Granite	lightcyan3	ArcAlum	4- ACG & ATG	ad	granite	l-P	3b granite	granodiorite	Gary_s_DB//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.95333333	-119.835	72.54	0.31	14.86	2.09	0.05	0.5	2.23	3.96	3.48	0.12																																																		0	98.06541817	22.009455	29.4756	10.275136	32.686376	0.2832	0.2945	2.050735	0	1.070888	-0.09589	98.05	523.752	32873.148	1858.45		1.484308266	1.056444043	1.137931034	31.9647928959393	1.08127740567032	23.4024661691173	29.4467898739896	10.2795128189164	0	0	0	0	0	1.24556440606467	0	0.106961106333789	0	0	0.253818276685225	0.284235221180333	98.0654181738969
LE-175	CONVERGENT MARGIN	Mariposa//Yosemite Valley Suite////////////	El Capitan Granite	lightcyan3	ArcAlum	4- ACG & ATG	gd	granite	l-P	4 granodiorite	granodiorite	Gary_s_DB//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.945	-119.7783333	72.18	0.32	14.51	2.13	0.06	0.46	2.1	3.07	3.86	0.11																																																		0	96.68497689	16.82286	32.6942	9.695808	33.773428	0.2596	0.304	1.94312	0	1.267664	-0.09068	96.67	480.106	25484.991	1918.4		1.500027727	1.075496609	0.795336788	33.1106961834882	1.28194694174757	18.1428209947449	32.6622439406896	9.69988814696771	0	0	0	0	0	1.14591925357949	0	0.128353327600547	0	0	0.252559143566751	0.260548952748638	96.6849768851334
LE-28	CONVERGENT MARGIN	Mariposa//Yosemite Valley Suite////////////	El Capitan Granite	lightcyan3	ArcAlum	4- ACG & ATG	ad	granite	l-P	4 granodiorite	granodiorite	Gary_s_DB//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.90333333	-119.8266667	71.08	0.33	14.92	2.23	0.07	0.59	2.57	3.7	3.31	0.1																																																		0	96.68451311	20.228465	28.0357	12.09248	32.42748	0.236	0.3135	2.422005	0	1.02534	-0.11097	96.67	436.46	30714.81	1978.35		1.578786478	1.056421345	1.117824773	31.5693147889644	1.0362913067341	21.8659406125591	28.0082972652027	12.0969948978841	0	0	0	0	0	1.46976599915631	0	0.149745548867305	0	0	0.251300010448278	0.236862684316944	96.6845131141331
MP-773	CONVERGENT MARGIN	Mariposa//Yosemite Valley Suite////////////	El Capitan Granite	lightcyan3	ArcAlum	4- ACG & ATG	gd	granite	metaluminous	3b granite	granodiorite	Gary_s_DB//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.68333333	-119.41	70.1	0.36	14.6	3.7	0.08	0.51	2.3	3.8	3.9	0.1																																																		0	95.76451916	20.97318	33.033	10.75328	28.20848	0.236	0.342	2.18976	0	0.11524	-0.10094	95.75	436.46	31544.94	2158.2		1.386627483	0.992449401	0.974358974	27.4725387475874	0.128364089568017	22.4569119804661	33.0007127898159	10.7574657575948	0	0	0	0	0	1.27047569418596	0	0.171137770134063	0	0	0.270049642120388	0.236862684316944	95.7645191557895
Y-10	CONVERGENT MARGIN	Mariposa//Yosemite Valley Suite////////////	El Capitan Granite	lightcyan3	ArcAlum	4- ACG & ATG	gd	granite	l-P	4 granodiorite	granodiorite	Gary_s_DB//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.715	-119.7016667	70.3	0.23	16.1	2.17	0.03	0.51	3	2.4	4.4	0.1																																																		0	97.08386894	12.839015	37.268	14.22528	29.36248	0.236	0.2185	1.984355	0	1.02824	-0.09187	97.07	436.46	19923.12	1378.85		1.636800309	1.052909676	0.545454545	28.6223545158101	1.04848381740675	14.183312829768	37.2315734038949	14.2303190842706	0	0	0	0	0	1.27047569418596	0	0.0641766638002735	0	0	0.19631024855042	0.236862684316944	97.083868942004
Y-508	CONVERGENT MARGIN	Mariposa//Yosemite Valley Suite////////////	El Capitan Granite	lightcyan3	ArcAlum	4- ACG & ATG	ad	granite	m-P	3b granite	granite	Gary_s_DB//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.73	-119.6883333	73.5	0.19	14.4	1.61	0.02	0.42	1.6	4	3.5	0.11																																																		0	97.75453094	22.538095	29.645	7.215808	34.696728	0.2596	0.1805	1.623415	0	1.657264	-0.07641	97.74	480.106	33205.2	1139.05		1.427495554	1.107967731	1.142857143	34.09658809343	1.66662147225593	23.6388547162801	29.6160242985527	7.21927862791356	0	0	0	0	0	1.04627410109432	0	0.0427844425335157	0	0	0.167556234483018	0.260548952748638	97.7545309392917
Y-562	CONVERGENT MARGIN	Mariposa//Yosemite Valley Suite////////////	El Capitan Granite	lightcyan3	ArcAlum	4- ACG & ATG	gd	granodiorite	m-P	5a tonalite	tonalite	//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.55	-119.635	65.3	0.23	16.7	4.28	0.07	2	4.4	2.3	3.3	0.2																																																		0	94.51927731	8.769415	27.951	20.51456	28.43396	0.472	0.2185	7.219655	0	1.24348	-0.32257	94.5	872.92	19092.99	1378.85		2.109006325	1.049084454	0.696969697	25.4633396712305	1.26024369114409	13.592341461861	27.9236800529211	20.522687707568	0	0	0	0	0	4.98225762425867	0	0.149745548867305	0	0	0.151256186495357	0.473725368633888	94.5192773129799
Y-721	CONVERGENT MARGIN	Mariposa//Yosemite Valley Suite////////////	El Capitan Granite	lightcyan3	ArcAlum	4- ACG & ATG	gd	granite	l-P	4 granodiorite	granodiorite	//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.565	-119.6166667	73.7	0.26	14.1	1.81	0.03	0.68	2.1	3.2	3.7	0.12																																																		0	97.90528675	17.15863	31.339	9.630336	35.754976	0.2832	0.247	2.59091	0	1.005288	-0.11934	97.89	523.752	26564.16	1558.7		1.476338041	1.05468303	0.864864865	34.7641905418295	1.01838667225236	18.911083773024	31.3083685441843	9.63455434396228	0	0	0	0	0	1.69396759224795	0	0.0641766638002735	0	0	0.226323395736296	0.284235221180333	97.9052867482174
272782	CONVERGENT MARGIN	HONSHU ARC / NORTHEASTERN HONSHU ARC / HONSHU / GOZU GRANITE / PACIFIC OCEAN//NIIGATA PREFECTURE, E OF NIIGATA CITY, E OF MAOROSHI////////////	Gozu	lightcyan3	ArcAlum	4- ACG & ATG	ad	granite	l-P	3b granite	granite	//////////	/ GRANITE [7135]//////	Georoc Database [7135]	15	1.136	1.42		37.90000153	139	72.19	0.3	14.01	2.06200792	0.07	0.87	1.31	4.43	3.84	0.005	0.67			0.67																																														0	97.03470521	23.91615	32.5248	6.464864	30.085024	0.0118	0.285	3.36795	0	0.517412	-0.148	97.025	21.823	36774.759	1798.5		1.260756103	1.038218959	1.153645833	28.8172662340769	0.527710208751122	26.1800315982802	32.4930095161264	6.46653003841918	0	0	0	0	0	2.16728206655252	0	0.149745548867305	0	0	0.221286863262401	0.0118431342158472	97.0347052085519
272785	CONVERGENT MARGIN	HONSHU ARC / NORTHEASTERN HONSHU ARC / HONSHU / GOZU GRANITE / PACIFIC OCEAN//NIIGATA PREFECTURE, E OF NIIGATA CITY, HASHIBA QUARRY////////////	Gozu	lightcyan3	ArcAlum	4- ACG & ATG	gr	granite	metaluminous	2 alkali feldspar granite	granite	//////////	/ LEUCOGRANITE [7135]//////	Georoc Database [7135]	15	1.136	1.42		37.90000153	139	75.9	0.03	12.25	1.00600306	0.04	0.72	0.86	4.81	3.55	0.005	0.52			0.52																																														0	98.17457165	27.98716659	30.0685	2.3041826	34.3600096	0.0118	0.0285	0.656299202	2.839754614	0	-0.089265954	98.16694665	21.823	39929.253	179.85		1.108935203	0.971427163	1.354929577	34.1420816310876	0	28.4257227963268	30.0391103599606	3.28350174828486	0	0	0	0.74095805532564	0	1.47435148721094	0	0.0570024416202341	0	0	0	0.0118431342158472	98.1745716540325
272783	CONVERGENT MARGIN	HONSHU ARC / NORTHEASTERN HONSHU ARC / HONSHU / GOZU GRANITE / PACIFIC OCEAN//NIIGATA PREFECTURE, E OF NIIGATA CITY, KUSOZU////////////	Gozu	lightcyan3	ArcAlum	4- ACG & ATG	ad	granite	l-P	3b granite	granite	//////////	/ GRANITE [7135]//////	Georoc Database [7135]	15	1.136	1.42		37.90000153	139	72.71	0.25	14.05	1.71800288	0.06	0.78	1.52	4.5	3.47	0.005	0.72			0.72																																														0	97.35460935	24.578725	29.3909	7.506464	32.040924	0.0118	0.2375	3.000325	0	0.710112	-0.13175	97.345	21.823	37355.85	1498.75		1.32804417	1.052972368	1.296829971	30.905739816985	0.718793881066989	26.5937115558151	29.362172661708	7.50838603642192	0	0	0	0	0	1.94308047346088	0	0.128353327600547	0	0	0.182528466799707	0.0118431342158472	97.3546093540739
272784	CONVERGENT MARGIN	HONSHU ARC / NORTHEASTERN HONSHU ARC / HONSHU / GOZU GRANITE / PACIFIC OCEAN//NIIGATA PREFECTURE, E OF NIIGATA CITY, N OF KUSOZU////////////	Gozu	lightcyan3	ArcAlum	4- ACG & ATG	ad	granite	metaluminous	2 alkali feldspar granite	granite	//////////	/ GRANITE [7135]//////	Georoc Database [7135]	15	1.136	1.42		37.90000153	139	74.71	0.13	12.54	1.10400144	0.06	0.57	1.4	4.73	3.51	0.04	0.73			0.73																																														0	97.70154233	29.42947118	29.7297	2.2695538	31.8446048	0.0944	0.1235	-2.213795128	6.46050513	0	-0.043488328	97.69445145	174.584	39265.149	779.35		1.151067667	0.933052483	1.347578348	32.9358392745077	0	27.9529457020012	29.7006415108343	4.49063017372652	0	0	0	1.53823626793864	0	0.706846611973047	0	0.128353327600547	0.153304388632028	0	0	0.0947450737267776	97.7015423309407
272778	CONVERGENT MARGIN	HONSHU ARC / NORTHEASTERN HONSHU ARC / HONSHU / GOZU GRANITE / PACIFIC OCEAN//NIIGATA PREFECTURE, E OF NIIGATA CITY, S OF ISHIDO////////////	Gozu	lightcyan3	ArcAlum	4- ACG & ATG	ad	granite	m-P	4 granodiorite	granodiorite	//////////	/ ADAMELLITE [7135]//////	Georoc Database [7135]	15	1.136	1.42		37.90000153	139	69.74	0.37	15.56	2.0300027	0.13	1.2	2.32	3.89	3.31	0.07	0.86			0.86																																														0	96.60368651	19.847785	28.0357	11.048896	30.810036	0.1652	0.3515	4.695445	0	1.843068	-0.20763	96.59	305.522	32292.057	2218.15		1.611439809	1.1215013	1.175226586	29.0435632341271	1.85335447565868	22.9887862115824	28.0082972652027	11.0526915473733	0	0	0	0	0	2.9893545745552	0	0.278098876467852	0	0	0.223736446946851	0.165803879021861	96.6036865109359
272779	CONVERGENT MARGIN	HONSHU ARC / NORTHEASTERN HONSHU ARC / HONSHU / GOZU GRANITE / PACIFIC OCEAN//NIIGATA PREFECTURE, E OF NIIGATA CITY, S OF MAOROSHI////////////	Gozu	lightcyan3	ArcAlum	4- ACG & ATG	gd	granite	l-P	4 granodiorite	granodiorite	//////////	/ ADAMELLITE [7135]//////	Georoc Database [7135]	15	1.136	1.42		37.90000153	139	69.14	0.36	14.88	2.52200612	0.06	1.25	2.79	3.69	3.51	0.05	0.92			0.92																																														0	95.74170457	18.64688	29.7297	13.51104	28.74974	0.118	0.342	4.69536	0	0.14562	-0.20834	95.73	218.23	30631.797	2158.2		1.523265153	1.002603723	1.051282051	26.9074513063356	0.158363814266618	21.8068434757684	29.7006415108343	13.515132101295	0	0	0	0	0	3.11391101516167	0	0.128353327600547	0	0	0.29257667314792	0.118431342158472	95.7417045665685
272777	CONVERGENT MARGIN	HONSHU ARC / NORTHEASTERN HONSHU ARC / HONSHU / GOZU GRANITE / PACIFIC OCEAN//NIIGATA PREFECTURE, E OF NIIGATA CITY, SE OF SAKIHANA////////////	Gozu	lightcyan3	ArcAlum	4- ACG & ATG	ad	granite	m-P	3b granite	granodiorite	//////////	/ ADAMELLITE [7135]//////	Georoc Database [7135]	15	1.136	1.42		37.90000153	139	69.38	0.34	15.16	2.7300081	0.12	1	2.07	3.97	3.54	0.005	1.1			1.1																																														0	95.59510224	20.81087	29.9838	10.234464	29.156424	0.0118	0.323	3.96169	0	1.276012	-0.17306	95.585	21.823	32956.161	2038.3		1.497886465	1.091851843	1.121468927	27.6900159445504	1.28730791365784	23.461563305908	29.9544931476791	10.2370565073815	0	0	0	0	0	2.49112881212933	0	0.256706655201094	0	0	0.204986815274741	0.0118431342158472	95.5951022359978
272781	CONVERGENT MARGIN	HONSHU ARC / NORTHEASTERN HONSHU ARC / HONSHU / GOZU GRANITE / PACIFIC OCEAN//NIIGATA PREFECTURE, E OF NIIGATA CITY, SE OF SAKIHANA////////////	Gozu	lightcyan3	ArcAlum	4- ACG & ATG	ad	granite	m-P	3b granite	granite	//////////	/ ADAMELLITE [7135]//////	Georoc Database [7135]	15	1.136	1.42		37.90000153	139	70.99	0.32	14.25	2.0900036	0.12	0.97	1.6	4.19	3.12	0.05	1.49			1.49																																														0	95.62257543	22.19166	26.4264	7.60864	33.50114	0.118	0.304	3.84482	0	1.78492	-0.16958	95.61	218.23	34782.447	1918.4		1.473915142	1.132993645	1.342948718	32.0800860738064	1.79242636620702	24.7617003153034	26.4005702318527	7.61128144594614	0	0	0	0	0	2.41639494776545	0	0.256706655201094	0	0	0.184978050484157	0.118431342158472	95.6225754287248
272780	CONVERGENT MARGIN	HONSHU ARC / NORTHEASTERN HONSHU ARC / HONSHU / GOZU GRANITE / PACIFIC OCEAN//NIIGATA PREFECTURE, E OF NIIGATA CITY, SW OF ISHIDO////////////	Gozu	lightcyan3	ArcAlum	4- ACG & ATG	ad	granite	m-P	4 granodiorite	granodiorite	//////////	/ ADAMELLITE [7135]//////	Georoc Database [7135]	15	1.136	1.42		37.90000153	139	69.29	0.41	15.8	2.34200612	0.1	0.93	2.41	4	3.56	0.005	0.88			0.88																																														0	96.51487096	21.134405	30.1532	11.920864	28.107524	0.0118	0.3895	3.719585	0	1.231812	-0.16369	96.505	21.823	33205.2	2457.95		1.551102578	1.08455092	1.123595506	26.7446243079858	1.24373371991324	23.6388547162801	30.1237275722422	11.9238709803383	0	0	0	0	0	2.31674979528028	0	0.213922212667578	0	0	0.297544523069317	0.0118431342158472	96.5148709619927
272776	CONVERGENT MARGIN	HONSHU ARC / NORTHEASTERN HONSHU ARC / HONSHU / GOZU GRANITE / PACIFIC OCEAN//NIIGATA PREFECTURE, E OF NIIGATA CITY, SW OF SAKIHANA////////////	Gozu	lightcyan3	ArcAlum	4- ACG & ATG	ad	granite	l-P	4 granodiorite	granodiorite	//////////	/ ADAMELLITE [7135]//////	Georoc Database [7135]	15	1.136	1.42		37.90000153	139	68.41	0.4	15.31	2.74200792	0.12	1.35	2.41	3.9	3.79	0.005	1.32			1.32																																														0	95.70508701	19.5574	32.1013	11.920864	26.271924	0.0118	0.38	5.2093	0	0.470312	-0.2279	95.695	21.823	32375.07	2398		1.464171069	1.031784646	1.029023747	24.2832167781215	0.483605654334031	23.0478833483731	32.0699234547185	11.9238709803383	0	0	0	0	0	3.3630238963746	0	0.256706655201094	0	0	0.265013109646493	0.0118431342158472	95.7050870113234
194633	CONVERGENT MARGIN	HONSHU ARC / NORTHEASTERN HONSHU ARC / HONSHU / GOZU GRANITE / PACIFIC OCEAN//NIIGATA PREFECTURE, E OF NIIGATA CITY////////////	Gozu	lightcyan3	ArcAlum	4- ACG & ATG	sq	quartz monzonite	l-P	3b granite	quartz monzonite	//////////	/ GRANODIORITE [7376]//////	Georoc Database [7376]	15	1.136	1.42		37.90000153	139	66.38	0.37	16.03	2.53	0.07	1.16	2.1	5.64	3.7	0.13				1.68										180	325																																			0	95.59562757	30.359685	31.339	9.564864	19.118024	0.3068	0.3515	4.415245	0	0.324112	-0.19923	95.58	567.398	46819.332	2218.15		1.314815309	1.001242105	1.524324324	17.4173986436386	0.331160688573592	33.3307851499549	31.3083685441843	9.56922054095685	0	0	0	0	0	2.88970942207003	0	0.149745548867305	0	0	0.291317540029446	0.307921489612027	95.595627567887
194634	CONVERGENT MARGIN	HONSHU ARC / NORTHEASTERN HONSHU ARC / HONSHU / GOZU GRANITE / PACIFIC OCEAN//NIIGATA PREFECTURE, E OF NIIGATA CITY////////////	Gozu	lightcyan3	ArcAlum	4- ACG & ATG	gr	granite	f-P	3a granite	granite	//////////	/ GRANITE [7376]//////	Georoc Database [7376]	15	1.136	1.42		37.90000153	139	74.54	0.09	12.96	0.93	0.06	0.42	0.69	5.25	3.24	0.03				1.41										193	67																																			0	97.29094788	29.931945	27.4428	3.225984	34.183844	0.0708	0.0855	1.651365	0	0.760272	-0.07251	97.28	130.938	43581.825	539.55		1.176798404	1.056448984	1.62037037	33.5892669690805	0.764323008202252	31.0259968151176	27.4159767792317	3.22723972727844	0	0	0	0	0	1.04627410109432	0	0.128353327600547	0	0	0.0224583484750341	0.0710588052950832	97.2909478813754
194635	CONVERGENT MARGIN	HONSHU ARC / NORTHEASTERN HONSHU ARC / HONSHU / GOZU GRANITE / PACIFIC OCEAN//NIIGATA PREFECTURE, E OF NIIGATA CITY////////////	Gozu	lightcyan3	ArcAlum	4- ACG & ATG	gr	granite	m-P	3b granite	granodiorite	//////////	/ GRANITE [7376]//////	Georoc Database [7376]	15	1.136	1.42		37.90000153	139	69.89	0.34	14.18	2.54	0.06	1.21	1.78	4.55	2.84	0.12				1.76										171	218																																			0	94.98535132	23.83307	24.0548	8.043136	32.464476	0.2832	0.323	4.54399	0	1.628688	-0.20436	94.97	523.752	37770.915	2038.3		1.47751684	1.10490897	1.602112676	30.6847817359184	1.63369748006278	26.8891972397686	24.0312882879685	8.04696425176762	0	0	0	0	0	3.01426586267649	0	0.128353327600547	0	0	0.272567908357336	0.284235221180333	94.9853513153006
194636	CONVERGENT MARGIN	HONSHU ARC / NORTHEASTERN HONSHU ARC / HONSHU / GOZU GRANITE / PACIFIC OCEAN//NIIGATA PREFECTURE, E OF NIIGATA CITY////////////	Gozu	lightcyan3	ArcAlum	4- ACG & ATG	gr	granite	f-P	3b granite	granite	//////////	/ GRANITE [7376]//////	Georoc Database [7376]	15	1.136	1.42		37.90000153	139	77.46	0.06	12.5	0.23	0.01	0.19	0.86	4.71	3.32	0.01				0.37										168	50																																			0	99.12955636	27.35143	28.1204	4.200128	38.286148	0.0236	0.057	0.71931	0	0.394024	-0.03204	99.12	43.646	39099.123	359.7		1.183710144	1.031038616	1.418674699	38.0331721433996	0.400247996211436	27.8347514284198	28.0929144774843	4.20131456976772	0	0	0	0	0	0.473314474304573	0	0.0213922212667578	0	0	0.0487627788579866	0.0236862684316944	99.1295563581439
194637	CONVERGENT MARGIN	HONSHU ARC / NORTHEASTERN HONSHU ARC / HONSHU / GOZU GRANITE / PACIFIC OCEAN//NIIGATA PREFECTURE, E OF NIIGATA CITY////////////	Gozu	lightcyan3	ArcAlum	4- ACG & ATG	gr	granite	f-P	3a granite	alkali granite	//////////	/ GRANITE [7376]//////	Georoc Database [7376]	15	1.136	1.42		37.90000153	139	75.41	0.04	12.78	0.76	0.08	0.18	0.62	5.29	3.5	0.01				0.58										248	30																																			0	97.92020474	30.72352	29.645	3.009728	33.480748	0.0236	0.038	0.83734	0	0.187424	-0.03536	97.91	43.646	43913.877	239.8		1.112857276	1.013380404	1.511428571	33.2076829846695	0.192688346055944	31.2623853622804	29.6160242985527	3.01062200062172	0	0	0	0	0	0.531112224183347	0	0.0760032554936455	0	0	0	0.0236862684316944	97.920204740289
194638	CONVERGENT MARGIN	HONSHU ARC / NORTHEASTERN HONSHU ARC / HONSHU / GOZU GRANITE / PACIFIC OCEAN//NIIGATA PREFECTURE, E OF NIIGATA CITY////////////	Gozu	lightcyan3	ArcAlum	4- ACG & ATG	ad	granite	l-P	3b granite	granodiorite	//////////	/ GRANITE [7376]//////	Georoc Database [7376]	15	1.136	1.42		37.90000153	139	69.85	0.31	14.74	2.27	0.07	0.96	2.38	4.52	3.25	0.1				0.73										154	281																																			0	96.19441697	24.235255	27.5275	11.15008	28.81268	0.236	0.2945	3.685135	0	0.40454	-0.16569	96.18	436.46	37521.876	1858.45		1.439566064	1.011904711	1.390769231	27.4053173839261	0.412853345090852	26.7119058293965	27.5005939915133	11.1543632806435	0	0	0	0	0	2.39148365964416	0	0.149745548867305	0	0	0.231291245657694	0.236862684316944	96.1944169690563
194639	CONVERGENT MARGIN	HONSHU ARC / NORTHEASTERN HONSHU ARC / HONSHU / GOZU GRANITE / PACIFIC OCEAN//NIIGATA PREFECTURE, E OF NIIGATA CITY////////////	Gozu	lightcyan3	ArcAlum	4- ACG & ATG	gr	granite	l-P	3b granite	granite	//////////	/ GRANITE [7376]//////	Georoc Database [7376]	15	1.136	1.42		37.90000153	139	72.69	0.17	13.23	1.41	0.06	0.59	1.49	5.09	2.83	0.06				1.36										158	173																																			0	96.22238481	28.548985	23.9701	6.997568	33.705588	0.1416	0.1615	2.291345	0	0.495644	-0.10233	96.21	261.876	42253.617	1019.15		1.301492412	1.027619183	1.798586572	32.8530801975083	0.499247015827881	30.0804426264664	23.9466710756869	7.0002135487488	0	0	0	0	0	1.46976599915631	0	0.128353327600547	0	0	0.102493407637371	0.142117610590166	96.2223848092227
